"飯店縣市","入住日期","退房日期","訂房日期","訂房數量","交易金額","歲數","性別","所在地址","IsForeigner"
"台南市",2014/03/28,2014/03/29,"2014/3/15 下午 10:07:24",1,3300,34,"男","非台灣地區","外國"
"台南市",2014/03/26,2014/03/27,"2014/3/15 下午 11:45:15",1,6160,55,"女","台中市","本國"
"台北市",2014/06/07,2014/06/11,"2014/3/16 上午 11:07:16",1,11800,43,"男","基隆市","本國"
"台北市",2014/06/07,2014/06/11,"2014/3/16 上午 11:15:16",2,23600,43,"男","新北市","本國"
"台南市",2014/03/28,2014/03/29,"2014/3/16 下午 03:42:16",1,2499,34,"男","桃園縣","本國"
"台北市",2014/06/06,2014/06/08,"2014/3/16 下午 06:52:16",1,6200,58,"男","新竹縣","本國"
"台南市",2014/04/06,2014/04/07,"2014/3/17 上午 09:34:54",1,5998,30,"男","桃園縣","本國"
"台中市",2014/03/22,2014/03/23,"2014/3/17 上午 10:11:17",1,3600,45,"女","新竹縣","本國"
"台南市",2014/03/19,2014/03/20,"2014/3/17 下午 03:35:17",1,6160,45,"女","台中市","本國"
"臺東縣",2014/04/02,2014/04/04,"2014/3/17 下午 10:58:17",1,3600,46,"女","桃園縣","本國"
"台南市",2014/04/03,2014/04/04,"2014/3/17 下午 11:14:12",1,3500,46,"男","台南市","本國"
"台南市",2014/04/14,2014/04/15,"2014/3/18 下午 09:40:18",1,2800,53,"女","台北市","本國"
"台南市",2014/05/16,2014/05/17,"2014/3/18 下午 10:12:18",1,2499,38,"女","台南市","本國"
"臺東縣",2014/05/31,2014/06/01,"2014/3/19 上午 11:03:19",1,4480,47,"男","彰化縣","本國"
"台南市",2014/04/17,2014/04/18,"2014/3/19 上午 11:05:19",1,2499,52,"女","新北市","本國"
"台北市",2014/03/31,2014/04/03,"2014/3/19 上午 12:17:19",1,8700,30,"男","桃園縣","本國"
"台南市",2014/04/03,2014/04/04,"2014/3/19 下午 07:51:19",1,5998,48,"女","台北市","本國"
"花蓮縣",2014/04/03,2014/04/04,"2014/3/2 上午 08:15:02",1,2880,43,"男","新竹縣","本國"
"台南市",2014/04/19,2014/04/20,"2014/3/2 下午 04:10:02",1,7920,47,"男","新北市","本國"
"台北市",2014/03/07,2014/03/09,"2014/3/2 下午 06:04:02",1,6200,35,"女","桃園縣","本國"
"台南市",2014/04/04,2014/04/05,"2014/3/2 下午 06:57:08",1,3600,53,"男","新北市","本國"
"台北市",2014/05/17,2014/05/18,"2014/3/2 下午 09:34:02",2,8000,40,"女","非台灣地區","外國"
"台南市",2014/04/05,2014/04/06,"2014/3/2 下午 12:11:02",1,6300,52,"女","台北市","本國"
"花蓮縣",2014/05/11,2014/05/12,"2014/3/20 上午 10:16:20",1,2880,45,"男","新北市","本國"
"台北市",2014/05/01,2014/05/02,"2014/3/20 上午 11:55:47",1,3800,58,"女","台北市","本國"
"台南市",2014/04/06,2014/04/07,"2014/3/20 下午 06:03:20",1,2800,44,"女","新北市","本國"
"台南市",2014/04/15,2014/04/16,"2014/3/20 下午 08:59:20",1,4000,62,"女","南投縣","本國"
"台南市",2014/04/03,2014/04/04,"2014/3/20 下午 11:07:20",1,5199,55,"男","台北市","本國"
"台南市",2014/04/07,2014/04/08,"2014/3/21 下午 01:31:34",2,12320,51,"男","新竹縣","本國"
"花蓮縣",2014/03/25,2014/03/26,"2014/3/22 上午 10:52:22",1,2880,42,"男","新北市","本國"
"台南市",2014/03/24,2014/03/25,"2014/3/22 下午 01:33:22",1,2800,49,"女","台中市","本國"
"台南市",2014/04/03,2014/04/05,"2014/3/22 下午 10:13:22",1,7500,40,"女","高雄市","本國"
"台南市",2014/04/12,2014/04/13,"2014/3/22 下午 10:47:19",1,6300,44,"女","新北市","本國"
"花蓮縣",2014/05/25,2014/05/26,"2014/3/23 下午 02:34:23",1,2880,34,"女","台北市","本國"
"台南市",2014/04/03,2014/04/04,"2014/3/23 下午 03:19:18",1,3500,34,"男","臺東縣","本國"
"台南市",2014/04/11,2014/04/12,"2014/3/23 下午 04:28:23",1,5800,32,"男","彰化縣","本國"
"台南市",2014/03/30,2014/03/31,"2014/3/23 下午 10:28:23",1,6160,42,"女","台北市","本國"
"花蓮縣",2014/05/11,2014/05/12,"2014/3/23 下午 11:33:23",1,2880,39,"男","台中市","本國"
"花蓮縣",2014/04/23,2014/04/24,"2014/3/24 上午 12:28:24",1,2880,43,"女","新竹市","本國"
"台南市",2014/04/26,2014/04/27,"2014/3/24 下午 03:10:24",1,6300,40,"女","台南市","本國"
"台北市",2014/05/09,2014/05/13,"2014/3/24 下午 05:36:24",1,15600,42,"男","新北市","本國"
"台北市",2014/05/09,2014/05/13,"2014/3/24 下午 05:40:24",1,12000,42,"男","高雄市","本國"
"台北市",2014/06/17,2014/06/20,"2014/3/24 下午 08:51:24",1,11400,26,"男","桃園縣","本國"
"台南市",2014/03/27,2014/03/28,"2014/3/24 下午 09:35:24",1,3099,53,"女","桃園縣","本國"
"台南市",2014/05/01,2014/05/02,"2014/3/25 上午 11:02:25",1,3780,30,"女","非台灣地區","外國"
"台南市",2014/04/06,2014/04/07,"2014/3/25 下午 09:01:14",1,2800,34,"男","桃園縣","本國"
"台南市",2014/05/31,2014/06/01,"2014/3/26 上午 10:26:26",1,4000,37,"男","桃園縣","本國"
"花蓮縣",2014/04/02,2014/04/03,"2014/3/26 下午 11:13:26",1,2880,33,"女","非台灣地區","外國"
"臺東縣",2014/03/30,2014/03/31,"2014/3/26 下午 12:35:26",1,1800,58,"女","台中市","本國"
"台南市",2014/04/16,2014/04/17,"2014/3/27 下午 06:09:14",1,5998,63,"女","台北市","本國"
"台北市",2014/05/09,2014/05/10,"2014/3/27 下午 06:56:27",1,3100,51,"男","新竹縣","本國"
"台北市",2014/05/10,2014/05/11,"2014/3/27 下午 07:13:27",1,3100,51,"男","台北市","本國"
"台北市",2014/04/11,2014/04/12,"2014/3/28 上午 09:43:20",1,3100,50,"男","台中市","本國"
"花蓮縣",2014/04/01,2014/04/02,"2014/3/28 下午 03:38:38",1,2880,28,"女","新竹市","本國"
"台南市",2014/03/30,2014/03/31,"2014/3/28 下午 05:23:28",1,5800,58,"女","雲林縣","本國"
"台南市",2014/04/03,2014/04/04,"2014/3/29 下午 07:27:29",2,7000,34,"女","高雄市","本國"
"台南市",2014/04/30,2014/05/02,"2014/3/29 下午 08:29:41",1,4998,36,"女","台北市","本國"
"台南市",2014/04/01,2014/04/02,"2014/3/29 下午 08:44:29",1,4000,26,"女","台南市","本國"
"台南市",2014/04/03,2014/04/04,"2014/3/29 下午 10:38:29",1,2499,39,"男","台中市","本國"
"台南市",2014/03/04,2014/03/05,"2014/3/3 上午 01:41:03",1,2800,49,"男","台北市","本國"
"台南市",2014/03/15,2014/03/16,"2014/3/3 上午 10:05:03",2,11520,54,"女","新北市","本國"
"台南市",2014/03/05,2014/03/06,"2014/3/3 上午 11:06:25",5,14000,36,"男","新北市","本國"
"台南市",2014/03/05,2014/03/06,"2014/3/3 上午 11:06:25",2,7560,36,"男","非台灣地區","外國"
"台北市",2014/04/14,2014/04/17,"2014/3/3 下午 03:27:03",1,11400,47,"女","新竹市","本國"
"台北市",2014/04/14,2014/04/17,"2014/3/3 下午 03:34:03",2,17400,47,"女","新竹縣","本國"
"台南市",2014/04/20,2014/04/22,"2014/3/3 下午 05:15:03",1,8000,44,"男","宜蘭縣","本國"
"台南市",2014/03/28,2014/03/29,"2014/3/3 下午 08:28:03",1,2499,65,"女","桃園縣","本國"
"台南市",2014/03/09,2014/03/10,"2014/3/3 下午 11:47:03",1,3990,39,"女","非台灣地區","外國"
"台北市",2014/04/14,2014/04/17,"2014/3/3 下午 11:56:03",1,8700,34,"男","新北市","本國"
"台北市",2014/04/13,2014/04/15,"2014/3/30 下午 05:38:30",1,5800,46,"男","台南市","本國"
"台南市",2014/04/03,2014/04/04,"2014/3/30 下午 10:36:30",1,6160,44,"男","桃園縣","本國"
"台南市",2014/04/06,2014/04/07,"2014/3/30 下午 12:02:30",1,3990,60,"男","桃園縣","本國"
"台南市",2014/04/06,2014/04/07,"2014/3/30 下午 12:14:30",1,3500,60,"女","台北市","本國"
"花蓮縣",2014/04/22,2014/04/23,"2014/3/31 下午 03:27:31",1,2880,42,"男","雲林縣","本國"
"台南市",2014/04/18,2014/04/19,"2014/3/31 下午 09:32:31",1,2600,46,"男","新北市","本國"
"花蓮縣",2014/03/07,2014/03/08,"2014/3/4 上午 08:30:04",1,2880,39,"男","台北市","本國"
"台南市",2014/03/14,2014/03/15,"2014/3/4 下午 01:45:04",1,4000,43,"女","台中市","本國"
"台南市",2014/05/02,2014/05/03,"2014/3/4 下午 03:04:04",1,4480,63,"女","台中市","本國"
"台南市",2014/04/03,2014/04/04,"2014/3/4 下午 05:11:04",1,3780,45,"女","台中市","本國"
"台南市",2014/03/07,2014/03/08,"2014/3/4 下午 05:54:04",1,6160,44,"男","新北市","本國"
"台南市",2014/03/29,2014/03/30,"2014/3/5 上午 08:51:05",1,7920,27,"女","新北市","本國"
"花蓮縣",2014/03/09,2014/03/10,"2014/3/5 上午 08:54:54",1,2880,33,"男","新北市","本國"
"台南市",2014/05/17,2014/05/18,"2014/3/5 上午 10:06:05",1,4860,44,"女","新北市","本國"
"台南市",2014/05/17,2014/05/18,"2014/3/5 上午 10:09:05",1,4860,44,"女","新北市","本國"
"花蓮縣",2014/04/03,2014/04/04,"2014/3/5 下午 01:45:40",1,2880,53,"男","台北市","本國"
"台南市",2014/04/06,2014/04/07,"2014/3/5 下午 03:45:05",1,2499,34,"男","高雄市","本國"
"花蓮縣",2014/03/31,2014/04/01,"2014/3/5 下午 05:00:05",1,2880,30,"女","桃園縣","本國"
"花蓮縣",2014/03/09,2014/03/10,"2014/3/5 下午 07:14:05",1,2880,38,"女","新北市","本國"
"花蓮縣",2014/04/25,2014/04/26,"2014/3/5 下午 10:35:05",1,2880,35,"女","雲林縣","本國"
"台南市",2014/03/09,2014/03/10,"2014/3/5 下午 11:24:05",1,3500,48,"男","新北市","本國"
"花蓮縣",2014/04/09,2014/04/10,"2014/3/6 上午 03:48:06",1,2880,38,"女","台北市","本國"
"台南市",2014/03/10,2014/03/11,"2014/3/6 下午 01:32:06",1,3500,35,"女","高雄市","本國"
"台南市",2014/03/15,2014/03/16,"2014/3/6 下午 03:23:06",2,11520,44,"女","新北市","本國"
"臺東縣",2014/04/04,2014/04/05,"2014/3/6 下午 03:26:06",1,4480,48,"女","高雄市","本國"
"台南市",2014/03/13,2014/03/14,"2014/3/6 下午 03:30:13",2,13596,63,"女","苗粟縣","本國"
"台南市",2014/04/27,2014/04/30,"2014/3/7 上午 01:16:07",1,7497,39,"女","新北市","本國"
"台北市",2014/04/11,2014/04/14,"2014/3/7 上午 01:50:07",1,9100,37,"女","新竹市","本國"
"台南市",2014/04/06,2014/04/07,"2014/3/7 下午 01:07:07",1,5199,40,"男","新北市","本國"
"台南市",2014/05/01,2014/05/02,"2014/3/7 下午 01:23:11",1,2800,54,"女","新北市","本國"
"台北市",2014/03/14,2014/03/15,"2014/3/7 下午 11:18:07",1,3100,43,"女","嘉豐一","本國"
"台南市",2014/04/05,2014/04/06,"2014/3/8 上午 12:57:08",1,7920,33,"女","台中市","本國"
"台南市",2014/03/13,2014/03/14,"2014/3/8 下午 08:08:08",1,4299,50,"女","台北市","本國"
"台北市",2014/04/12,2014/04/14,"2014/3/9 上午 01:52:09",1,7800,34,"男","非台灣地區","外國"
"台南市",2014/03/13,2014/03/15,"2014/3/9 上午 02:13:09",1,6600,49,"女","桃園縣","本國"
"台北市",2014/04/12,2014/04/13,"2014/3/9 上午 09:01:09",1,3100,40,"男","新竹縣","本國"
"台南市",2014/04/28,2014/04/29,"2014/3/9 上午 09:59:09",2,7000,40,"男","高雄市","本國"
"台南市",2014/04/04,2014/04/05,"2014/3/9 下午 08:19:09",1,4000,39,"男","高雄市","本國"
"台北市",2014/04/30,2014/05/03,"2014/3/9 下午 08:30:09",1,8900,32,"女","桃園縣","本國"
"台南市",2014/05/30,2014/05/31,"2014/4/1 上午 09:00:36",1,3998,46,"女","新竹縣","本國"
"台南市",2014/05/02,2014/05/03,"2014/4/1 下午 01:33:29",1,3780,36,"男","桃園縣","本國"
"台南市",2014/04/03,2014/04/04,"2014/4/1 下午 05:36:21",1,3990,44,"男","台中市","本國"
"台南市",2014/04/12,2014/04/13,"2014/4/1 下午 05:37:58",1,7920,39,"女","桃園縣","本國"
"臺東縣",2014/04/05,2014/04/06,"2014/4/1 下午 11:23:01",1,2400,43,"女","新北市","本國"
"臺東縣",2014/04/05,2014/04/06,"2014/4/1 下午 11:26:01",1,4480,43,"男","新竹縣","本國"
"台北市",2014/05/10,2014/05/12,"2014/4/1 下午 12:34:01",1,6000,38,"女","高雄市","本國"
"台北市",2014/05/09,2014/05/12,"2014/4/1 下午 12:39:01",1,9100,38,"女","高雄市","本國"
"臺東縣",2014/05/18,2014/05/19,"2014/4/10 上午 08:53:50",1,3552,62,"男","彰化縣","本國"
"台南市",2014/06/01,2014/06/02,"2014/4/10 上午 08:59:37",1,4860,48,"女","台北市","本國"
"台南市",2014/04/16,2014/04/17,"2014/4/10 上午 09:53:10",1,6160,39,"男","宜蘭縣","本國"
"台南市",2014/05/10,2014/05/11,"2014/4/10 上午 11:19:10",1,4000,49,"女","高雄市","本國"
"花蓮縣",2014/05/08,2014/05/09,"2014/4/10 下午 01:17:10",1,2880,47,"女","桃園縣","本國"
"花蓮縣",2014/04/17,2014/04/18,"2014/4/10 下午 04:01:10",1,2880,42,"女","台中市","本國"
"台南市",2014/07/25,2014/07/26,"2014/4/10 下午 04:18:10",6,42240,48,"男","新北市","本國"
"台南市",2014/05/08,2014/05/09,"2014/4/10 下午 05:06:29",1,4000,31,"女","台南市","本國"
"台南市",2014/05/02,2014/05/03,"2014/4/11 上午 10:06:11",1,3990,62,"女","非台灣地區","外國"
"台南市",2014/05/08,2014/05/09,"2014/4/11 下午 02:20:24",1,4000,46,"男","新北市","本國"
"花蓮縣",2014/06/07,2014/06/08,"2014/4/11 下午 03:09:11",1,3840,45,"女","台南市","本國"
"台南市",2014/05/02,2014/05/03,"2014/4/11 下午 04:15:11",1,3780,42,"男","高雄市","本國"
"台南市",2014/05/08,2014/05/09,"2014/4/11 下午 06:58:11",1,3500,40,"女","苗粟縣","本國"
"台南市",2014/04/30,2014/05/01,"2014/4/11 下午 07:22:28",1,3500,62,"男","非台灣地區","外國"
"臺東縣",2014/04/23,2014/04/24,"2014/4/11 下午 10:12:11",2,3952,62,"男","台中市","本國"
"台南市",2014/05/02,2014/05/03,"2014/4/12 下午 05:46:12",1,5998,42,"男","台北市","本國"
"台南市",2014/04/16,2014/04/17,"2014/4/12 下午 11:24:12",1,3500,41,"女","台中市","本國"
"台南市",2014/04/16,2014/04/17,"2014/4/12 下午 11:33:12",1,3990,41,"男","高雄市","本國"
"台北市",2014/04/19,2014/04/21,"2014/4/13 下午 05:40:13",1,6000,43,"女","台北市","本國"
"台北市",2014/04/17,2014/04/21,"2014/4/14 下午 03:42:14",1,12000,46,"女","高雄市","本國"
"台南市",2014/05/08,2014/05/09,"2014/4/14 下午 04:25:19",1,2499,37,"男","台北市","本國"
"台南市",2014/06/01,2014/06/02,"2014/4/14 下午 08:37:14",1,4000,48,"男","台北市","本國"
"台南市",2014/04/18,2014/04/19,"2014/4/15 上午 09:02:35",1,3990,39,"男","屏東縣","本國"
"台北市",2014/04/29,2014/05/02,"2014/4/16 上午 01:44:16",1,8700,36,"男","台南市","本國"
"台北市",2014/04/26,2014/04/27,"2014/4/16 上午 10:08:16",1,3100,39,"男","台南市","本國"
"台南市",2014/04/17,2014/04/18,"2014/4/16 上午 11:49:16",1,2800,52,"女","新北市","本國"
"花蓮縣",2014/05/13,2014/05/14,"2014/4/16 下午 02:45:16",1,2880,39,"女","新竹市","本國"
"台南市",2014/07/11,2014/07/12,"2014/4/16 下午 09:25:16",1,2499,34,"男","苗粟縣","本國"
"花蓮縣",2014/05/18,2014/05/19,"2014/4/16 下午 12:08:47",1,2880,40,"女","桃園縣","本國"
"花蓮縣",2014/05/18,2014/05/19,"2014/4/16 下午 12:09:23",1,2880,40,"女","新北市","本國"
"臺東縣",2014/05/04,2014/05/05,"2014/4/16 下午 12:27:16",1,3552,47,"女","桃園縣","本國"
"花蓮縣",2014/04/30,2014/05/01,"2014/4/17 上午 04:25:17",1,2880,38,"女","新北市","本國"
"臺東縣",2014/04/25,2014/04/26,"2014/4/17 下午 02:31:17",2,6720,37,"男","台南市","本國"
"台南市",2014/06/07,2014/06/08,"2014/4/17 下午 02:32:03",1,4000,28,"女","桃園縣","本國"
"臺東縣",2014/04/25,2014/04/26,"2014/4/17 下午 02:38:17",2,3952,37,"女","台南市","本國"
"臺東縣",2014/04/25,2014/04/26,"2014/4/17 下午 02:43:17",1,1800,37,"男","高雄市","本國"
"台南市",2014/05/14,2014/05/15,"2014/4/17 下午 07:03:17",1,3998,67,"女","台中市","本國"
"台南市",2014/04/20,2014/04/21,"2014/4/17 下午 08:52:17",1,3300,28,"女","台中市","本國"
"台南市",2014/04/24,2014/04/25,"2014/4/18 上午 10:30:18",1,6160,65,"女","新北市","本國"
"台南市",2014/04/20,2014/04/21,"2014/4/18 下午 02:30:18",1,3500,37,"女","新竹縣","本國"
"台南市",2014/06/18,2014/06/19,"2014/4/18 下午 08:50:18",1,3099,37,"女","台北市","本國"
"台南市",2014/05/02,2014/05/03,"2014/4/19 下午 02:57:19",1,5900,53,"女","台北市","本國"
"台南市",2014/05/10,2014/05/11,"2014/4/19 下午 03:41:19",2,15840,62,"男","台中市","本國"
"台南市",2014/05/10,2014/05/11,"2014/4/19 下午 04:34:19",1,7920,46,"女","高雄市","本國"
"台南市",2014/05/10,2014/05/11,"2014/4/19 下午 04:48:19",1,5760,46,"男","台北市","本國"
"台北市",2014/05/18,2014/05/22,"2014/4/19 下午 11:43:19",1,11600,22,"男","台北市","本國"
"台南市",2014/04/18,2014/04/19,"2014/4/2 上午 08:58:48",1,2499,37,"女","高雄市","本國"
"台北市",2014/07/02,2014/07/06,"2014/4/2 上午 09:21:02",1,15600,37,"男","台南市","本國"
"台北市",2014/07/03,2014/07/06,"2014/4/2 上午 09:25:02",1,9100,37,"女","新北市","本國"
"花蓮縣",2014/04/11,2014/04/12,"2014/4/2 上午 10:19:02",1,2880,42,"女","高雄市","本國"
"花蓮縣",2014/04/18,2014/04/19,"2014/4/2 上午 11:24:02",1,2880,41,"女","新北市","本國"
"台南市",2014/06/01,2014/06/02,"2014/4/2 下午 02:12:02",2,11520,43,"女","台中市","本國"
"花蓮縣",2014/06/24,2014/06/25,"2014/4/2 下午 02:31:02",1,2880,39,"男","新北市","本國"
"臺東縣",2014/04/11,2014/04/12,"2014/4/2 下午 02:55:02",1,1800,66,"男","新竹市","本國"
"台南市",2014/04/06,2014/04/08,"2014/4/2 下午 03:42:02",1,7000,37,"女","花蓮縣","本國"
"花蓮縣",2014/06/30,2014/07/01,"2014/4/2 下午 07:40:02",1,2880,41,"女","台南市","本國"
"台南市",2014/04/25,2014/04/26,"2014/4/2 下午 07:52:02",1,2499,27,"女","咸陽街","本國"
"花蓮縣",2014/05/23,2014/05/24,"2014/4/2 下午 09:49:02",2,5760,37,"女","新竹市","本國"
"台南市",2014/05/19,2014/05/20,"2014/4/2 下午 11:22:02",1,6160,38,"女","高雄市","本國"
"花蓮縣",2014/04/23,2014/04/24,"2014/4/20 上午 01:07:20",1,2880,35,"男","桃園縣","本國"
"台南市",2014/05/12,2014/05/13,"2014/4/20 下午 06:43:20",1,6800,51,"女","新北市","本國"
"台南市",2014/05/05,2014/05/06,"2014/4/20 下午 12:25:20",1,3500,32,"男","彰化縣","本國"
"台北市",2014/05/24,2014/05/27,"2014/4/21 上午 10:57:21",1,8900,49,"男","台中市","本國"
"台北市",2014/05/23,2014/05/24,"2014/4/21 上午 11:03:21",1,4000,49,"女","新北市","本國"
"台北市",2014/05/07,2014/05/08,"2014/4/21 下午 02:29:21",1,2900,42,"男","屏東縣","本國"
"花蓮縣",2014/05/06,2014/05/07,"2014/4/21 下午 07:35:21",1,2880,37,"女","台北市","本國"
"花蓮縣",2014/05/18,2014/05/19,"2014/4/22 上午 02:49:22",1,2880,35,"男","高雄市","本國"
"台南市",2014/05/17,2014/05/18,"2014/4/22 上午 10:21:22",1,6300,39,"男","台北市","本國"
"台南市",2014/06/06,2014/06/07,"2014/4/22 上午 10:31:13",2,7560,33,"女","非台灣地區","外國"
"台南市",2014/06/06,2014/06/07,"2014/4/22 上午 10:32:07",1,2800,33,"女","高雄市","本國"
"台南市",2014/04/30,2014/05/01,"2014/4/22 上午 12:01:22",1,2499,37,"女","雲林縣","本國"
"花蓮縣",2014/04/30,2014/05/01,"2014/4/22 下午 02:36:22",1,2880,38,"女","苗粟縣","本國"
"台南市",2014/04/29,2014/04/30,"2014/4/22 下午 06:06:22",1,3500,35,"男","桃園縣","本國"
"花蓮縣",2014/05/11,2014/05/12,"2014/4/22 下午 08:24:22",1,2880,29,"男","非台灣地區","外國"
"台北市",2014/05/15,2014/05/19,"2014/4/22 下午 10:34:22",2,24000,41,"男","台中市","本國"
"臺東縣",2014/05/31,2014/06/01,"2014/4/22 下午 12:44:22",1,4352,41,"女","台北市","本國"
"台南市",2014/04/24,2014/04/25,"2014/4/23 上午 07:54:23",1,5800,29,"男","台北市","本國"
"花蓮縣",2014/04/29,2014/04/30,"2014/4/23 上午 09:29:54",1,2880,37,"女","台南市","本國"
"台北市",2014/04/26,2014/04/27,"2014/4/23 上午 10:37:23",1,3100,37,"男","新北市","本國"
"花蓮縣",2014/06/26,2014/06/27,"2014/4/23 上午 11:44:23",1,2880,45,"女","台中市","本國"
"花蓮縣",2014/06/24,2014/06/25,"2014/4/23 下午 02:33:23",1,2880,42,"女","台北市","本國"
"台南市",2014/04/29,2014/04/30,"2014/4/23 下午 09:07:23",2,10800,42,"女","台北市","本國"
"台南市",2014/06/30,2014/07/01,"2014/4/24 上午 10:11:24",1,3990,40,"女","新竹市","本國"
"台南市",2014/07/13,2014/07/14,"2014/4/24 上午 11:24:18",1,5500,51,"男","台南市","本國"
"台南市",2014/07/03,2014/07/04,"2014/4/24 下午 03:18:24",1,6000,41,"男","桃園縣","本國"
"台南市",2014/06/01,2014/06/02,"2014/4/24 下午 07:50:24",1,4860,43,"女","宜蘭縣","本國"
"台南市",2014/06/01,2014/06/02,"2014/4/24 下午 07:57:24",1,3600,43,"男","台北市","本國"
"台南市",2014/07/13,2014/07/14,"2014/4/24 下午 11:51:24",1,6000,42,"男","台北市","本國"
