"飯店縣市","入住日期","退房日期","訂房日期","訂房數量","交易金額","歲數","性別","所在地址","IsForeigner"
"花蓮縣",2014/06/18,2014/06/19,"2014/4/7 下午 03:17:38",1,2880,39,"女","高雄市","本國"
"台南市",2014/04/18,2014/04/19,"2014/4/7 下午 08:43:17",1,6160,39,"男","台北市","本國"
"台北市",2014/05/02,2014/05/03,"2014/4/7 下午 09:00:07",1,3100,40,"女","新北市","本國"
"花蓮縣",2014/04/12,2014/04/13,"2014/4/7 下午 10:22:07",1,3360,42,"女","新北市","本國"
"花蓮縣",2014/04/18,2014/04/19,"2014/4/7 下午 10:27:07",1,2880,41,"男","高雄市","本國"
"花蓮縣",2014/06/07,2014/06/08,"2014/4/8 上午 10:57:08",1,3840,42,"男","台北市","本國"
"臺東縣",2014/05/20,2014/05/21,"2014/4/8 下午 01:54:08",1,1976,47,"男","新北市","本國"
"花蓮縣",2014/04/22,2014/04/23,"2014/4/8 下午 03:42:08",1,2880,38,"男","屏東縣","本國"
"台北市",2014/07/25,2014/07/26,"2014/4/8 下午 08:25:08",1,4000,43,"女","高雄市","本國"
"台南市",2014/04/18,2014/04/19,"2014/4/8 下午 12:50:08",1,3300,48,"男","新北市","本國"
"台南市",2014/05/19,2014/05/20,"2014/4/9 上午 08:59:12",1,5800,39,"女","非台灣地區","外國"
"花蓮縣",2014/06/02,2014/06/03,"2014/4/9 下午 03:08:10",1,2880,42,"女","台中市","本國"
"台南市",2014/05/03,2014/05/04,"2014/4/9 下午 07:41:09",1,7920,41,"男","新北市","本國"
"台南市",2014/07/14,2014/07/15,"2014/5/1 上午 02:42:01",2,12000,52,"女","新北市","本國"
"台南市",2014/05/11,2014/05/12,"2014/5/1 上午 09:28:01",1,5199,44,"女","台北市","本國"
"台南市",2014/05/30,2014/05/31,"2014/5/1 下午 06:58:01",1,6160,41,"男","桃園縣","本國"
"台南市",2014/05/10,2014/05/11,"2014/5/1 下午 07:15:01",1,4500,45,"男","台中市","本國"
"台南市",2014/05/15,2014/05/16,"2014/5/1 下午 08:59:01",1,5199,45,"男","非台灣地區","外國"
"臺東縣",2014/05/24,2014/05/25,"2014/5/10 上午 09:46:27",1,2476,36,"女","台中市","本國"
"台北市",2014/07/25,2014/07/27,"2014/5/10 下午 10:11:10",3,18600,41,"男","桃園縣","本國"
"台南市",2014/07/16,2014/07/18,"2014/5/10 下午 10:36:10",1,11600,45,"男","台北市","本國"
"花蓮縣",2014/05/22,2014/05/23,"2014/5/10 下午 12:21:10",1,2880,28,"女","新竹縣","本國"
"台南市",2014/07/04,2014/07/05,"2014/5/11 上午 08:19:32",1,3500,27,"男","桃園縣","本國"
"台南市",2014/06/16,2014/06/17,"2014/5/11 上午 11:40:11",1,5800,53,"女","非台灣地區","外國"
"台北市",2014/07/18,2014/07/20,"2014/5/11 上午 12:35:11",1,6200,49,"女","新北市","本國"
"台南市",2014/06/01,2014/06/02,"2014/5/12 上午 09:25:12",1,6400,38,"女","桃園縣","本國"
"台南市",2014/05/14,2014/05/15,"2014/5/12 上午 10:17:12",1,3500,34,"男","桃園縣","本國"
"台南市",2014/05/15,2014/05/16,"2014/5/12 下午 02:54:20",1,3300,34,"男","高雄市","本國"
"花蓮縣",2014/05/22,2014/05/23,"2014/5/12 下午 04:39:12",1,2880,57,"男","台中市","本國"
"台南市",2014/05/16,2014/05/17,"2014/5/12 下午 05:15:12",2,6198,39,"女","桃園縣","本國"
"台南市",2014/05/16,2014/05/17,"2014/5/12 下午 05:17:12",1,3500,39,"男","新北市","本國"
"台南市",2014/06/28,2014/06/30,"2014/5/13 上午 08:30:13",1,7500,30,"男","新竹市","本國"
"台南市",2014/05/16,2014/05/17,"2014/5/13 下午 01:45:54",1,3500,34,"男","台中市","本國"
"台南市",2014/05/19,2014/05/20,"2014/5/13 下午 02:35:15",1,3990,57,"男","台中市","本國"
"台南市",2014/06/22,2014/06/23,"2014/5/13 下午 02:38:39",1,5199,39,"女","桃園縣","本國"
"臺東縣",2014/05/29,2014/05/30,"2014/5/13 下午 05:54:13",1,1976,24,"女","高雄市","本國"
"台南市",2014/05/15,2014/05/16,"2014/5/13 下午 12:53:13",1,6800,54,"男","台南市","本國"
"臺東縣",2014/05/19,2014/05/20,"2014/5/14 下午 01:49:14",1,3552,38,"男","苗粟縣","本國"
"台南市",2014/05/25,2014/05/26,"2014/5/14 下午 03:10:42",1,3500,45,"男","台中市","本國"
"台南市",2014/07/06,2014/07/07,"2014/5/14 下午 10:22:14",1,7040,34,"女","台中市","本國"
"台南市",2014/05/23,2014/05/24,"2014/5/15 下午 01:50:15",1,3700,43,"男","台南市","本國"
"台南市",2014/05/30,2014/05/31,"2014/5/15 下午 02:41:15",1,2600,52,"女","台中市","本國"
"台南市",2014/07/11,2014/07/12,"2014/5/15 下午 03:50:25",1,5800,39,"男","台中市","本國"
"台南市",2014/08/03,2014/08/04,"2014/5/15 下午 04:09:15",1,5800,43,"男","非台灣地區","外國"
"花蓮縣",2014/06/21,2014/06/22,"2014/5/16 下午 01:10:16",1,3840,41,"女","台北市","本國"
"台南市",2014/05/19,2014/05/20,"2014/5/16 下午 02:38:16",2,5200,42,"女","台中市","本國"
"台南市",2014/05/19,2014/05/20,"2014/5/16 下午 02:45:16",1,2600,42,"男","台北市","本國"
"台南市",2014/06/14,2014/06/15,"2014/5/17 上午 01:32:17",1,4000,34,"女","台中市","本國"
"花蓮縣",2014/06/08,2014/06/09,"2014/5/17 上午 02:03:17",1,2880,42,"女","屏東縣","本國"
"台南市",2014/07/24,2014/07/25,"2014/5/17 上午 11:39:17",1,5500,47,"男","新北市","本國"
"台南市",2014/07/25,2014/07/26,"2014/5/17 下午 07:12:17",1,4560,46,"女","高雄市","本國"
"台南市",2014/07/19,2014/07/20,"2014/5/18 上午 08:45:47",1,7000,48,"女","非台灣地區","外國"
"台南市",2014/06/09,2014/06/10,"2014/5/18 上午 10:13:18",1,6160,45,"女","桃園縣","本國"
"台北市",2014/06/09,2014/06/11,"2014/5/18 下午 01:14:18",1,5800,53,"男","高雄市","本國"
"台南市",2014/07/04,2014/07/05,"2014/5/19 上午 08:50:29",1,3500,56,"男","台中市","本國"
"台南市",2014/06/02,2014/06/03,"2014/5/19 上午 11:30:19",1,3780,46,"女","台北市","本國"
"台南市",2014/06/08,2014/06/09,"2014/5/19 下午 02:38:19",2,12320,40,"男","新北市","本國"
"台南市",2014/06/15,2014/06/16,"2014/5/19 下午 04:07:43",2,6198,42,"男","台南市","本國"
"台南市",2014/05/06,2014/05/07,"2014/5/2 上午 10:29:02",2,7000,29,"男","新竹縣","本國"
"台南市",2014/06/17,2014/06/18,"2014/5/2 上午 11:48:02",3,8400,63,"男","桃園縣","本國"
"台北市",2014/06/06,2014/06/07,"2014/5/2 下午 01:01:02",1,4000,60,"女","桃園縣","本國"
"臺東縣",2014/06/18,2014/06/19,"2014/5/2 下午 05:13:02",1,3360,52,"男","台中市","本國"
"台南市",2014/06/06,2014/06/07,"2014/5/2 下午 11:03:02",1,2600,37,"男","基隆市","本國"
"台南市",2014/06/06,2014/06/07,"2014/5/2 下午 11:10:02",1,2600,37,"女","桃園縣","本國"
"臺東縣",2014/07/08,2014/07/09,"2014/5/20 上午 10:43:20",1,3920,36,"男","非台灣地區","外國"
"台南市",2014/06/05,2014/06/07,"2014/5/20 上午 11:19:20",1,11600,35,"女","新竹市","本國"
"台南市",2014/05/23,2014/05/24,"2014/5/20 上午 11:33:20",1,6160,44,"女","桃園縣","本國"
"花蓮縣",2014/06/09,2014/06/10,"2014/5/20 下午 01:39:20",1,2880,41,"女","新北市","本國"
"台南市",2014/05/30,2014/05/31,"2014/5/20 下午 04:01:20",1,3500,54,"女","台北市","本國"
"花蓮縣",2014/06/24,2014/06/25,"2014/5/20 下午 11:52:20",1,2880,37,"男","新北市","本國"
"台南市",2014/07/09,2014/07/10,"2014/5/21 下午 04:15:21",1,5800,37,"女","新竹市","本國"
"台南市",2014/05/26,2014/05/28,"2014/5/21 下午 06:21:21",1,7000,42,"女","桃園縣","本國"
"台南市",2014/06/28,2014/06/29,"2014/5/21 下午 07:11:21",1,7920,47,"男","新竹市","本國"
"台北市",2014/06/01,2014/06/03,"2014/5/21 下午 09:58:21",1,5800,47,"男","台中市","本國"
"台南市",2014/05/23,2014/05/24,"2014/5/22 上午 09:49:22",1,3500,41,"男","新北市","本國"
"台北市",2014/07/12,2014/07/13,"2014/5/22 下午 01:43:04",1,3100,27,"女","桃園縣","本國"
"台南市",2014/07/03,2014/07/04,"2014/5/22 下午 06:22:22",1,5500,52,"女","桃園縣","本國"
"花蓮縣",2014/06/08,2014/06/09,"2014/5/23 上午 09:00:37",1,2880,48,"女","非台灣地區","外國"
"台南市",2014/06/29,2014/06/30,"2014/5/23 上午 11:09:23",1,5199,48,"女","新北市","本國"
"台北市",2014/06/22,2014/06/24,"2014/5/23 上午 12:48:23",3,17400,53,"男","高雄市","本國"
"台南市",2014/05/26,2014/05/27,"2014/5/23 下午 02:51:02",1,2499,42,"男","新北市","本國"
"台北市",2014/06/18,2014/06/20,"2014/5/23 下午 04:51:23",1,5800,30,"男","新竹市","本國"
"花蓮縣",2014/06/05,2014/06/07,"2014/5/23 下午 09:33:23",1,5760,22,"男","桃園縣","本國"
"台南市",2014/06/18,2014/06/22,"2014/5/24 上午 11:47:24",1,14500,42,"女","台北市","本國"
"台北市",2014/05/31,2014/06/04,"2014/5/25 上午 11:39:25",1,15400,46,"男","台北市","本國"
"台南市",2014/07/02,2014/07/04,"2014/5/25 下午 08:55:25",1,4998,47,"女","台中市","本國"
"花蓮縣",2014/06/02,2014/06/03,"2014/5/25 下午 11:22:25",1,2880,48,"男","新竹縣","本國"
"台南市",2014/06/09,2014/06/10,"2014/5/26 上午 10:45:26",1,2499,37,"男","台北市","本國"
"台南市",2014/05/27,2014/05/28,"2014/5/26 上午 11:14:26",1,2499,36,"男","非台灣地區","外國"
"台北市",2014/08/28,2014/08/29,"2014/5/26 下午 04:39:26",1,2900,35,"男","新北市","本國"
"台南市",2014/06/01,2014/06/02,"2014/5/26 下午 10:46:26",1,6400,46,"女","新北市","本國"
"花蓮縣",2014/06/13,2014/06/14,"2014/5/26 下午 11:12:26",1,2880,38,"女","桃園縣","本國"
"台北市",2014/05/30,2014/05/31,"2014/5/27 上午 01:48:27",1,3100,29,"男","台北市","本國"
"台北市",2014/05/29,2014/05/30,"2014/5/27 上午 02:04:27",1,2900,29,"男","新竹縣","本國"
"台南市",2014/06/08,2014/06/09,"2014/5/27 上午 08:46:17",1,2499,36,"女","新竹縣","本國"
"台南市",2014/07/14,2014/07/15,"2014/5/27 上午 10:02:27",1,6000,49,"男","新竹市","本國"
"臺東縣",2014/08/09,2014/08/10,"2014/5/27 上午 12:00:27",1,4480,43,"女","台北市","本國"
"臺東縣",2014/06/27,2014/06/28,"2014/5/27 下午 02:01:27",1,1800,46,"女","非台灣地區","外國"
"臺東縣",2014/08/11,2014/08/12,"2014/5/27 下午 02:47:27",1,2100,46,"女","台北市","本國"
"臺東縣",2014/08/12,2014/08/13,"2014/5/27 下午 02:49:27",1,2100,46,"男","台北市","本國"
"台南市",2014/05/30,2014/05/31,"2014/5/27 下午 04:07:27",1,3500,44,"女","桃園縣","本國"
"台南市",2014/07/02,2014/07/03,"2014/5/27 下午 10:37:27",3,18000,49,"男","台北市","本國"
"台南市",2014/07/24,2014/07/25,"2014/5/27 下午 10:43:27",1,5500,53,"女","台北市","本國"
"台南市",2014/06/02,2014/06/03,"2014/5/27 下午 12:13:27",1,3200,43,"女","台中市","本國"
"台南市",2014/06/05,2014/06/06,"2014/5/28 上午 08:55:57",1,2800,45,"男","高雄市","本國"
"台北市",2014/06/01,2014/06/02,"2014/5/28 上午 11:00:28",1,3800,48,"男","台中市","本國"
"台南市",2014/06/29,2014/06/30,"2014/5/28 下午 03:54:36",1,3500,46,"女","非台灣地區","外國"
"台南市",2014/06/28,2014/06/29,"2014/5/28 下午 03:56:11",1,4000,46,"女","桃園縣","本國"
"台南市",2014/06/05,2014/06/06,"2014/5/28 下午 03:56:56",1,3780,45,"男","新北市","本國"
"台南市",2014/06/01,2014/06/02,"2014/5/28 下午 10:49:28",1,6900,50,"男","彰化縣","本國"
"台北市",2014/08/01,2014/08/03,"2014/5/28 下午 12:08:28",1,6200,53,"男","宜蘭縣","本國"
"台南市",2014/07/04,2014/07/05,"2014/5/29 下午 01:16:29",1,3200,50,"女","新北市","本國"
"台南市",2014/06/27,2014/06/28,"2014/5/29 下午 02:03:29",1,5199,45,"男","新北市","本國"
"台南市",2014/06/06,2014/06/07,"2014/5/29 下午 03:59:01",1,2499,37,"男","高雄市","本國"
"花蓮縣",2014/06/23,2014/06/24,"2014/5/29 下午 06:01:29",1,2880,42,"男","高雄市","本國"
"台南市",2014/08/24,2014/08/25,"2014/5/29 下午 08:29:29",2,11600,22,"女","彰化縣","本國"
"台北市",2014/06/17,2014/06/18,"2014/5/29 下午 08:56:29",2,5800,42,"女","台中市","本國"
"台南市",2014/08/09,2014/08/10,"2014/5/29 下午 09:02:29",1,4000,48,"男","高雄市","本國"
"花蓮縣",2014/06/11,2014/06/13,"2014/5/3 上午 09:50:03",1,5760,57,"男","新竹縣","本國"
"臺東縣",2014/05/16,2014/05/17,"2014/5/3 下午 03:08:03",1,3360,42,"女","台中市","本國"
"台南市",2014/05/09,2014/05/10,"2014/5/3 下午 11:20:03",1,2600,35,"女","南投縣","本國"
"台南市",2014/06/12,2014/06/13,"2014/5/30 上午 11:10:30",1,6160,45,"女","台北市","本國"
"台南市",2014/08/10,2014/08/11,"2014/5/30 上午 11:21:10",1,3200,59,"男","新北市","本國"
"台南市",2014/08/10,2014/08/11,"2014/5/30 上午 11:22:54",5,20000,59,"男","新北市","本國"
"臺東縣",2014/06/05,2014/06/06,"2014/5/30 下午 01:32:00",1,1800,40,"女","非台灣地區","外國"
"花蓮縣",2014/06/15,2014/06/16,"2014/5/30 下午 01:34:50",1,2880,53,"女","非台灣地區","外國"
"台南市",2014/06/03,2014/06/04,"2014/5/30 下午 06:35:30",1,2600,39,"男","新北市","本國"
"台北市",2014/06/22,2014/06/23,"2014/5/30 下午 06:42:30",1,2900,66,"男","台中市","本國"
"台南市",2014/07/07,2014/07/08,"2014/5/30 下午 09:54:30",1,6000,29,"男","台中市","本國"
"台南市",2014/06/03,2014/06/04,"2014/5/31 上午 10:09:31",1,3500,56,"女","新北市","本國"
"花蓮縣",2014/07/18,2014/07/19,"2014/5/31 上午 10:41:31",1,3360,35,"男","台北市","本國"
"台北市",2014/08/07,2014/08/10,"2014/5/31 上午 12:01:31",1,9100,47,"男","台南市","本國"
"花蓮縣",2014/06/05,2014/06/06,"2014/5/31 下午 09:23:31",1,2880,36,"女","台北市","本國"
"台南市",2014/07/10,2014/07/11,"2014/5/31 下午 10:24:31",1,5199,30,"男","台南市","本國"
"台南市",2014/07/17,2014/07/18,"2014/5/4 下午 09:51:04",1,2499,44,"女","新北市","本國"
"台南市",2014/05/10,2014/05/11,"2014/5/5 上午 02:37:05",1,6900,47,"女","桃園縣","本國"
"台北市",2014/05/18,2014/05/19,"2014/5/5 上午 09:39:05",1,2900,55,"女","高雄市","本國"
"台南市",2014/05/11,2014/05/12,"2014/5/5 上午 11:25:05",1,2499,50,"女","新北市","本國"
"花蓮縣",2014/06/02,2014/06/03,"2014/5/5 上午 12:08:05",1,2880,36,"女","新北市","本國"
"台南市",2014/06/03,2014/06/04,"2014/5/5 下午 02:31:42",1,6160,42,"女","台中市","本國"
"台南市",2014/05/08,2014/05/09,"2014/5/5 下午 04:03:05",1,2600,38,"女","台北市","本國"
"臺東縣",2014/05/21,2014/05/22,"2014/5/5 下午 10:58:05",1,1976,48,"女","台北市","本國"
"花蓮縣",2014/05/11,2014/05/12,"2014/5/5 下午 11:48:05",1,2880,45,"女","台南市","本國"
"台南市",2014/05/22,2014/05/23,"2014/5/6 上午 09:14:15",1,2800,50,"男","台北市","本國"
"台南市",2014/05/11,2014/05/12,"2014/5/6 上午 09:47:06",1,3500,55,"女","高雄市","本國"
"台南市",2014/06/01,2014/06/02,"2014/5/6 上午 11:18:06",2,12800,38,"女","非台灣地區","外國"
"台南市",2014/06/14,2014/06/15,"2014/5/6 上午 11:43:06",1,6400,57,"女","嘉義市","本國"
"台南市",2014/05/08,2014/05/09,"2014/5/7 上午 12:13:07",1,6160,42,"女","台中市","本國"
"台南市",2014/05/21,2014/05/22,"2014/5/7 下午 04:05:07",1,2600,43,"女","台北市","本國"
"台南市",2014/05/09,2014/05/10,"2014/5/7 下午 11:11:07",1,3500,46,"男","高雄市","本國"
"台南市",2014/05/10,2014/05/11,"2014/5/7 下午 11:42:07",1,5130,46,"男","高雄市","本國"
"台南市",2014/06/27,2014/06/28,"2014/5/8 上午 08:22:08",1,5400,35,"女","非台灣地區","外國"
"台南市",2014/06/05,2014/06/07,"2014/5/8 下午 02:16:08",3,21000,53,"男","台中市","本國"
"台南市",2014/06/05,2014/06/07,"2014/5/8 下午 02:19:08",1,7000,53,"男","台南市","本國"
"台南市",2014/06/26,2014/06/28,"2014/5/9 上午 02:36:09",1,4998,47,"女","高雄市","本國"
"台北市",2014/08/30,2014/09/01,"2014/5/9 上午 11:02:09",1,6000,44,"男","基隆市","本國"
"台南市",2014/05/14,2014/05/15,"2014/5/9 上午 11:24:09",1,3099,61,"男","新竹市","本國"
"台北市",2014/06/07,2014/06/09,"2014/5/9 上午 12:05:09",1,6000,35,"男","澎湖縣","本國"
"台南市",2014/05/13,2014/05/14,"2014/5/9 下午 04:40:09",2,11800,57,"女","新竹市","本國"
"台南市",2014/05/13,2014/05/14,"2014/5/9 下午 06:08:09",1,4999,27,"女","桃園縣","本國"
"台南市",2014/08/25,2014/08/26,"2014/5/9 下午 12:25:09",1,3200,42,"女","彰化縣","本國"
"花蓮縣",2014/07/18,2014/07/19,"2014/6/1 上午 07:47:01",1,3360,43,"女","台南市","本國"
"花蓮縣",2014/07/14,2014/07/15,"2014/6/1 上午 08:13:01",1,3360,42,"男","桃園縣","本國"
"台南市",2014/06/23,2014/06/24,"2014/6/1 上午 09:30:01",1,3990,45,"女","新北市","本國"
"花蓮縣",2014/08/18,2014/08/19,"2014/6/1 下午 02:40:01",1,3360,38,"女","台北市","本國"
"台南市",2014/06/24,2014/06/25,"2014/6/10 下午 05:52:10",1,3780,43,"男","新北市","本國"
"台南市",2014/08/02,2014/08/03,"2014/6/10 下午 08:22:10",3,18900,49,"女","非台灣地區","外國"
"台南市",2014/06/16,2014/06/17,"2014/6/10 下午 08:51:10",1,6160,60,"男","新北市","本國"
"台南市",2014/06/20,2014/06/21,"2014/6/10 下午 10:48:10",1,3500,37,"男","台北市","本國"
"台南市",2014/06/18,2014/06/19,"2014/6/10 下午 12:44:10",1,3500,39,"男","八德路","本國"
"台南市",2014/08/03,2014/08/04,"2014/6/11 上午 09:00:11",1,4599,45,"男","台北市","本國"
"台南市",2014/06/14,2014/06/15,"2014/6/11 上午 09:22:40",1,4860,49,"女","高雄市","本國"
"台南市",2014/07/08,2014/07/12,"2014/6/11 上午 10:21:11",1,9996,44,"女","新北市","本國"
"台南市",2014/07/01,2014/07/03,"2014/6/11 上午 10:26:11",1,7000,43,"男","新北市","本國"
"臺東縣",2014/06/14,2014/06/15,"2014/6/11 上午 12:06:11",1,2700,38,"男","高雄市","本國"
"花蓮縣",2014/08/13,2014/08/14,"2014/6/11 下午 01:26:11",1,3360,44,"男","台北市","本國"
"台南市",2014/07/15,2014/07/16,"2014/6/11 下午 03:15:11",2,9120,53,"女","台北市","本國"
"花蓮縣",2014/08/01,2014/08/02,"2014/6/11 下午 03:16:11",1,3360,42,"女","新北市","本國"
"花蓮縣",2014/06/16,2014/06/17,"2014/6/11 下午 03:28:11",1,2880,47,"男","台南市","本國"
"台南市",2014/07/23,2014/07/24,"2014/6/11 下午 07:23:11",1,5500,49,"女","新北市","本國"
"台南市",2014/06/20,2014/06/21,"2014/6/11 下午 09:35:11",1,3500,32,"男","台北市","本國"
"台南市",2014/07/13,2014/07/14,"2014/6/11 下午 10:27:11",1,5199,47,"女","台北市","本國"
"台南市",2014/08/05,2014/08/06,"2014/6/12 下午 01:13:12",1,5500,43,"女","新北市","本國"
"花蓮縣",2014/06/25,2014/06/26,"2014/6/12 下午 04:44:13",1,2880,52,"男","新竹市","本國"
"花蓮縣",2014/08/30,2014/09/01,"2014/6/12 下午 04:49:26",1,7680,41,"男","新北市","本國"
"花蓮縣",2014/08/12,2014/08/13,"2014/6/12 下午 06:03:12",1,3360,40,"女","高雄市","本國"
"台南市",2014/07/03,2014/07/04,"2014/6/12 下午 06:51:12",1,5800,50,"男","新北市","本國"
"臺東縣",2014/06/23,2014/06/24,"2014/6/12 下午 12:51:12",1,3360,47,"男","雲林縣","本國"
"臺東縣",2014/06/22,2014/06/23,"2014/6/13 上午 08:15:13",1,4200,50,"女","台中市","本國"
"花蓮縣",2014/08/25,2014/08/26,"2014/6/13 上午 12:02:13",2,6720,39,"男","台中市","本國"
"台南市",2014/07/07,2014/07/08,"2014/6/13 下午 01:58:13",1,5800,39,"女","新北市","本國"
"台南市",2014/07/07,2014/07/08,"2014/6/13 下午 02:21:13",1,5800,43,"男","新北市","本國"
"台南市",2014/07/24,2014/07/26,"2014/6/13 下午 02:23:13",1,7000,41,"男","新北市","本國"
"花蓮縣",2014/08/20,2014/08/21,"2014/6/13 下午 02:32:13",1,3360,43,"男","台南市","本國"
"花蓮縣",2014/07/29,2014/07/30,"2014/6/13 下午 11:15:13",1,3360,38,"女","桃園縣","本國"
"台南市",2014/06/22,2014/06/23,"2014/6/14 上午 02:18:14",1,5800,46,"男","台北市","本國"
"台南市",2014/07/11,2014/07/12,"2014/6/14 上午 08:33:14",1,4799,42,"女","桃園縣","本國"
"台南市",2014/07/03,2014/07/04,"2014/6/14 下午 10:35:34",1,5199,48,"女","新北市","本國"
"台南市",2014/06/20,2014/06/21,"2014/6/14 下午 12:49:14",1,2499,51,"男","宜蘭縣","本國"
"臺東縣",2014/07/03,2014/07/04,"2014/6/15 上午 06:23:15",1,2200,33,"男","台北市","本國"
"花蓮縣",2014/08/26,2014/08/27,"2014/6/15 上午 12:45:15",1,3360,43,"女","台北市","本國"
"台南市",2014/07/17,2014/07/18,"2014/6/15 下午 04:38:15",1,6000,52,"女","新北市","本國"
"台南市",2014/07/13,2014/07/14,"2014/6/15 下午 04:54:15",1,4799,57,"女","新北市","本國"
"花蓮縣",2014/06/19,2014/06/20,"2014/6/15 下午 07:02:15",1,2880,41,"女","桃園縣","本國"
"台南市",2014/07/21,2014/07/22,"2014/6/15 下午 08:38:15",1,5500,46,"女","桃園縣","本國"
"台南市",2014/08/09,2014/08/10,"2014/6/15 下午 08:51:15",1,7500,48,"女","非台灣地區","外國"
"花蓮縣",2014/08/20,2014/08/21,"2014/6/15 下午 09:06:15",1,3360,52,"男","高雄市","本國"
"台南市",2014/08/02,2014/08/03,"2014/6/15 下午 11:30:15",1,4000,35,"女","花蓮縣","本國"
"台南市",2014/07/03,2014/07/05,"2014/6/16 上午 01:19:16",1,14080,43,"男","台北市","本國"
"台北市",2014/08/31,2014/09/01,"2014/6/16 上午 09:53:16",1,2900,32,"男","新北市","本國"
"台南市",2014/07/03,2014/07/04,"2014/6/16 下午 03:35:16",1,4000,67,"女","新北市","本國"
"花蓮縣",2014/08/07,2014/08/08,"2014/6/16 下午 03:37:16",1,3360,47,"女","新北市","本國"
"台南市",2014/06/18,2014/06/19,"2014/6/16 下午 05:48:12",2,7560,35,"女","台中市","本國"
"台南市",2014/06/29,2014/06/30,"2014/6/16 下午 07:23:16",1,2499,45,"男","台北市","本國"
"花蓮縣",2014/08/28,2014/08/29,"2014/6/16 下午 10:28:16",1,3360,38,"女","新北市","本國"
"台北市",2014/07/15,2014/07/16,"2014/6/16 下午 11:11:16",1,3800,41,"女","台中市","本國"
"台北市",2014/09/06,2014/09/09,"2014/6/16 下午 11:43:16",1,8900,49,"女","新北市","本國"
"台南市",2014/07/07,2014/07/08,"2014/6/17 上午 01:29:17",1,3200,31,"女","台南市","本國"
"台南市",2014/06/30,2014/07/01,"2014/6/17 上午 09:20:17",1,2499,45,"男","澎湖縣","本國"
"台南市",2014/08/15,2014/08/16,"2014/6/17 下午 03:43:17",1,5500,49,"女","非台灣地區","外國"
"臺東縣",2014/06/22,2014/06/23,"2014/6/17 下午 06:26:17",1,2200,42,"女","新北市","本國"
"台南市",2014/07/06,2014/07/07,"2014/6/17 下午 11:08:17",1,2600,44,"女","台北市","本國"
"台南市",2014/06/23,2014/06/24,"2014/6/17 下午 11:14:17",1,3500,35,"男","新北市","本國"
"台南市",2014/07/06,2014/07/07,"2014/6/17 下午 11:16:17",1,3500,31,"女","台南市","本國"
"台南市",2014/06/18,2014/06/21,"2014/6/17 下午 12:08:17",1,10500,33,"男","新北市","本國"
"台南市",2014/07/15,2014/07/16,"2014/6/18 上午 08:55:05",1,6000,44,"男","新北市","本國"
"臺東縣",2014/06/27,2014/06/28,"2014/6/18 上午 09:09:18",1,1800,23,"男","新北市","本國"
"花蓮縣",2014/08/23,2014/08/24,"2014/6/18 上午 11:02:18",1,4320,39,"男","台中市","本國"
"台南市",2014/08/15,2014/08/16,"2014/6/18 下午 08:43:18",1,2600,35,"女","非台灣地區","外國"
"台南市",2014/08/15,2014/08/16,"2014/6/18 下午 08:46:18",1,2600,35,"女","嘉義縣","本國"
"台南市",2014/06/22,2014/06/23,"2014/6/19 下午 01:10:19",1,2499,43,"男","彰化縣","本國"
"臺東縣",2014/08/06,2014/08/07,"2014/6/19 下午 04:16:19",1,4200,48,"男","新竹縣","本國"
"台南市",2014/07/11,2014/07/12,"2014/6/19 下午 04:31:19",1,2499,43,"男","台南市","本國"
"台南市",2014/07/24,2014/07/25,"2014/6/19 下午 04:44:19",1,3200,47,"男","高雄市","本國"
"台南市",2014/06/29,2014/06/30,"2014/6/19 下午 05:51:19",1,3990,63,"女","台中市","本國"
"台南市",2014/08/01,2014/08/03,"2014/6/19 下午 10:34:19",1,7500,42,"男","台北市","本國"
"台南市",2014/08/10,2014/08/11,"2014/6/19 下午 11:00:19",1,3299,42,"男","新竹縣","本國"
"台南市",2014/08/10,2014/08/11,"2014/6/19 下午 11:12:19",2,9198,42,"女","台中市","本國"
"臺東縣",2014/06/25,2014/06/26,"2014/6/19 下午 12:26:19",2,4400,62,"女","台北市","本國"
"花蓮縣",2014/08/20,2014/08/21,"2014/6/19 下午 12:58:19",1,3360,41,"女","新竹縣","本國"
"台南市",2014/06/03,2014/06/04,"2014/6/2 下午 03:03:02",1,3500,33,"女","新北市","本國"
"台南市",2014/07/20,2014/07/21,"2014/6/2 下午 06:16:24",4,9996,41,"女","新北市","本國"
"花蓮縣",2014/06/16,2014/06/18,"2014/6/2 下午 07:06:02",1,5760,42,"男","新北市","本國"
"台南市",2014/06/08,2014/06/09,"2014/6/2 下午 11:08:02",1,3500,38,"男","雲林縣","本國"
"花蓮縣",2014/07/22,2014/07/23,"2014/6/2 下午 11:54:02",1,3360,45,"男","新竹市","本國"
"台北市",2014/08/14,2014/08/17,"2014/6/2 下午 11:59:02",1,9100,43,"男","台中市","本國"
"花蓮縣",2014/08/17,2014/08/19,"2014/6/20 上午 10:29:20",2,14880,56,"女","新北市","本國"
"台南市",2014/06/24,2014/06/25,"2014/6/20 下午 01:14:20",1,5400,52,"男","台中市","本國"
"台南市",2014/06/30,2014/07/01,"2014/6/20 下午 01:58:21",1,3500,22,"女","非台灣地區","外國"
"台南市",2014/08/19,2014/08/20,"2014/6/20 下午 03:28:20",1,5400,44,"男","高雄市","本國"
"台南市",2014/08/12,2014/08/13,"2014/6/20 下午 09:04:20",1,4560,44,"女","非台灣地區","外國"
