City,Checkin Date,Checkout Date,Booked Time,Quantity,Amount,Age,Gender,Hometown,isForeigner
west,2014-02-06,2014-02-07,2014-02-03 18:43:03,1,3990,46,female,high,no
west,2014-03-09,2014-03-10,2014-02-03 12:06:03,1,2499,50,male,others,no
west,2014-02-07,2014-02-08,2014-02-04 11:33:04,1,4480,48,female,highest,no
west,2014-03-16,2014-03-22,2014-02-04 13:31:04,1,14994,36,male,highest,no
west,2014-02-12,2014-02-13,2014-02-04 20:20:04,2,4998,53,male,foreign,yes
east,2014-02-10,2014-02-11,2014-02-04 20:26:04,1,3360,52,female,high,no
west,2014-02-11,2014-02-12,2014-02-05 08:13:05,1,3000,28,male,highest,no
west,2014-02-16,2014-02-17,2014-02-05 10:59:05,1,3780,59,male,lowest,no
west,2014-03-19,2014-03-22,2014-02-05 11:02:34,2,14994,36,female,highest,no
west,2014-03-22,2014-03-23,2014-02-05 11:03:18,3,12000,36,female,foreign,yes
west,2014-03-23,2014-03-24,2014-02-05 11:03:51,3,7497,36,female,foreign,yes
west,2014-02-07,2014-02-08,2014-02-05 11:39:05,3,9900,43,male,lowest,no
city,2014-04-22,2014-04-23,2014-02-05 13:25:05,1,3800,50,female,others,no
city,2014-04-22,2014-04-23,2014-02-05 13:33:05,1,2900,50,male,high,no
city,2014-05-23,2014-05-24,2014-02-05 14:04:05,1,3100,31,female,high,no
east,2014-04-09,2014-04-10,2014-02-05 14:48:43,1,2880,41,male,highest,no
city,2014-02-11,2014-02-13,2014-02-05 15:25:05,1,7600,51,female,high,no
city,2014-02-28,2014-03-01,2014-02-06 06:20:06,1,3100,50,female,highest,no
west,2014-02-19,2014-02-20,2014-02-06 20:15:06,1,3000,71,female,high,no
west,2014-02-09,2014-02-10,2014-02-06 21:18:06,1,5199,57,male,high,no
west,2014-02-09,2014-02-10,2014-02-06 22:07:06,1,3500,67,male,high,no
west,2014-02-22,2014-02-23,2014-02-07 15:04:07,3,14580,47,male,high,no
east,2014-02-13,2014-02-14,2014-02-07 18:01:07,1,2880,33,female,high,no
west,2014-03-07,2014-03-08,2014-02-07 18:53:07,1,5800,47,male,high,no
west,2014-02-10,2014-02-12,2014-02-07 22:25:07,1,7398,30,female,high,no
east,2014-02-16,2014-02-17,2014-02-08 22:41:08,1,1800,45,female,high,no
west,2014-02-16,2014-02-17,2014-02-09 04:35:10,1,5800,27,female,foreign,yes
west,2014-02-16,2014-02-17,2014-02-09 04:35:44,1,5199,27,male,highest,no
west,2014-03-08,2014-03-09,2014-02-09 04:38:47,1,4860,32,female,highest,no
west,2014-02-23,2014-02-25,2014-02-09 13:22:09,1,11600,44,male,high,no
west,2014-02-25,2014-02-26,2014-02-09 13:35:09,1,3699,44,female,highest,no
west,2014-02-18,2014-02-19,2014-02-09 20:59:09,1,3500,33,male,highest,no
west,2014-02-18,2014-02-19,2014-02-09 23:28:09,1,2499,37,female,high,no
east,2014-04-03,2014-04-04,2014-02-09 12:13:08,1,2880,41,female,highest,no
east,2014-04-04,2014-04-05,2014-03-01 06:07:01,1,4480,48,female,lowest,no
west,2014-03-04,2014-03-05,2014-03-01 23:05:01,1,6798,47,male,high,no
west,2014-03-14,2014-03-15,2014-03-10 10:31:10,1,3998,66,female,high,no
west,2014-04-04,2014-04-05,2014-03-10 16:16:34,1,4860,41,male,foreign,yes
west,2014-04-04,2014-04-06,2014-03-10 17:17:10,1,8000,41,female,high,no
east,2014-03-30,2014-03-31,2014-03-10 17:24:10,1,2880,46,female,highest,no
west,2014-04-24,2014-04-25,2014-03-11 08:23:11,1,5998,43,female,high,no
east,2014-03-21,2014-03-22,2014-03-11 11:28:11,1,2880,41,male,highest,no
east,2014-03-18,2014-03-19,2014-03-11 00:01:24,1,2880,46,male,lowest,no
west,2014-03-14,2014-03-15,2014-03-11 19:37:11,1,5800,40,male,highest,no
west,2014-03-21,2014-03-22,2014-03-11 19:45:11,1,3500,63,female,highest,no
city,2014-04-06,2014-04-08,2014-03-11 21:57:11,1,5800,34,male,foreign,yes
west,2014-03-14,2014-03-15,2014-03-12 08:23:12,1,3500,37,female,highest,no
west,2014-03-16,2014-03-17,2014-03-12 10:03:12,1,6160,43,male,highest,no
west,2014-05-23,2014-05-24,2014-03-12 16:36:12,2,7560,39,female,highest,no
city,2014-05-11,2014-05-12,2014-03-13 08:46:59,1,3800,45,male,low,no
west,2014-03-14,2014-03-15,2014-03-13 13:08:13,1,3500,43,female,others,no
west,2014-04-06,2014-04-07,2014-03-13 13:10:34,1,6160,45,male,low,no
city,2014-03-16,2014-03-17,2014-03-14 10:33:23,1,2900,31,male,high,no
west,2014-03-20,2014-03-21,2014-03-14 16:49:14,1,5800,46,male,high,no
city,2014-04-04,2014-04-05,2014-03-15 08:53:15,1,3600,45,female,highest,no
east,2014-04-07,2014-04-08,2014-03-15 14:25:15,1,2880,27,female,foreign,yes
east,2014-04-10,2014-04-11,2014-03-15 20:45:15,1,2880,39,female,highest,no
west,2014-03-28,2014-03-29,2014-03-15 22:07:24,1,3300,34,male,foreign,yes
west,2014-03-26,2014-03-27,2014-03-15 23:45:15,1,6160,55,female,high,no
city,2014-06-07,2014-06-11,2014-03-16 11:07:16,1,11800,43,male,highest,no
city,2014-06-07,2014-06-11,2014-03-16 11:15:16,2,23600,43,male,high,no
west,2014-03-28,2014-03-29,2014-03-16 15:42:16,1,2499,34,male,highest,no
city,2014-06-06,2014-06-08,2014-03-16 18:52:16,1,6200,58,male,highest,no
west,2014-04-06,2014-04-07,2014-03-17 09:34:54,1,5998,30,male,highest,no
city,2014-03-22,2014-03-23,2014-03-17 10:11:17,1,3600,45,female,highest,no
west,2014-03-19,2014-03-20,2014-03-17 15:35:17,1,6160,45,female,high,no
east,2014-04-02,2014-04-04,2014-03-17 22:58:17,1,3600,46,female,highest,no
west,2014-04-03,2014-04-04,2014-03-17 23:14:12,1,3500,46,male,low,no
west,2014-04-14,2014-04-15,2014-03-18 21:40:18,1,2800,53,female,highest,no
west,2014-05-16,2014-05-17,2014-03-18 22:12:18,1,2499,38,female,low,no
east,2014-05-31,2014-06-01,2014-03-19 11:03:19,1,4480,47,male,lowest,no
west,2014-04-17,2014-04-18,2014-03-19 11:05:19,1,2499,52,female,high,no
city,2014-03-31,2014-04-03,2014-03-19 00:17:19,1,8700,30,male,highest,no
west,2014-04-03,2014-04-04,2014-03-19 19:51:19,1,5998,48,female,highest,no
east,2014-04-03,2014-04-04,2014-03-02 08:15:02,1,2880,43,male,highest,no
west,2014-04-19,2014-04-20,2014-03-02 16:10:02,1,7920,47,male,high,no
city,2014-03-07,2014-03-09,2014-03-02 18:04:02,1,6200,35,female,highest,no
west,2014-04-04,2014-04-05,2014-03-02 18:57:08,1,3600,53,male,high,no
city,2014-05-17,2014-05-18,2014-03-02 21:34:02,2,8000,40,female,foreign,yes
west,2014-04-05,2014-04-06,2014-03-02 12:11:02,1,6300,52,female,highest,no
east,2014-05-11,2014-05-12,2014-03-20 10:16:20,1,2880,45,male,high,no
city,2014-05-01,2014-05-02,2014-03-20 11:55:47,1,3800,58,female,highest,no
west,2014-04-06,2014-04-07,2014-03-20 18:03:20,1,2800,44,female,high,no
west,2014-04-15,2014-04-16,2014-03-20 20:59:20,1,4000,62,female,low,no
west,2014-04-03,2014-04-04,2014-03-20 23:07:20,1,5199,55,male,highest,no
west,2014-04-07,2014-04-08,2014-03-21 13:31:34,2,12320,51,male,highest,no
east,2014-03-25,2014-03-26,2014-03-22 10:52:22,1,2880,42,male,high,no
west,2014-03-24,2014-03-25,2014-03-22 13:33:22,1,2800,49,female,high,no
west,2014-04-03,2014-04-05,2014-03-22 22:13:22,1,7500,40,female,high,no
west,2014-04-12,2014-04-13,2014-03-22 22:47:19,1,6300,44,female,high,no
east,2014-05-25,2014-05-26,2014-03-23 14:34:23,1,2880,34,female,highest,no
west,2014-04-03,2014-04-04,2014-03-23 15:19:18,1,3500,34,male,lowest,no
west,2014-04-11,2014-04-12,2014-03-23 16:28:23,1,5800,32,male,lowest,no
west,2014-03-30,2014-03-31,2014-03-23 22:28:23,1,6160,42,female,highest,no
east,2014-05-11,2014-05-12,2014-03-23 23:33:23,1,2880,39,male,high,no
east,2014-04-23,2014-04-24,2014-03-24 00:28:24,1,2880,43,female,highest,no
west,2014-04-26,2014-04-27,2014-03-24 15:10:24,1,6300,40,female,low,no
city,2014-05-09,2014-05-13,2014-03-24 17:36:24,1,15600,42,male,high,no
city,2014-05-09,2014-05-13,2014-03-24 17:40:24,1,12000,42,male,high,no
city,2014-06-17,2014-06-20,2014-03-24 20:51:24,1,11400,26,male,highest,no
west,2014-03-27,2014-03-28,2014-03-24 21:35:24,1,3099,53,female,highest,no
west,2014-05-01,2014-05-02,2014-03-25 11:02:25,1,3780,30,female,foreign,yes
west,2014-04-06,2014-04-07,2014-03-25 21:01:14,1,2800,34,male,highest,no
west,2014-05-31,2014-06-01,2014-03-26 10:26:26,1,4000,37,male,highest,no
east,2014-04-02,2014-04-03,2014-03-26 23:13:26,1,2880,33,female,foreign,yes
east,2014-03-30,2014-03-31,2014-03-26 12:35:26,1,1800,58,female,high,no
west,2014-04-16,2014-04-17,2014-03-27 18:09:14,1,5998,63,female,highest,no
city,2014-05-09,2014-05-10,2014-03-27 18:56:27,1,3100,51,male,highest,no
city,2014-05-10,2014-05-11,2014-03-27 19:13:27,1,3100,51,male,highest,no
city,2014-04-11,2014-04-12,2014-03-28 09:43:20,1,3100,50,male,high,no
east,2014-04-01,2014-04-02,2014-03-28 15:38:38,1,2880,28,female,highest,no
west,2014-03-30,2014-03-31,2014-03-28 17:23:28,1,5800,58,female,lowest,no
west,2014-04-03,2014-04-04,2014-03-29 19:27:29,2,7000,34,female,high,no
west,2014-04-30,2014-05-02,2014-03-29 20:29:41,1,4998,36,female,highest,no
west,2014-04-01,2014-04-02,2014-03-29 20:44:29,1,4000,26,female,low,no
west,2014-04-03,2014-04-04,2014-03-29 22:38:29,1,2499,39,male,high,no
west,2014-03-04,2014-03-05,2014-03-03 01:41:03,1,2800,49,male,highest,no
west,2014-03-15,2014-03-16,2014-03-03 10:05:03,2,11520,54,female,high,no
west,2014-03-05,2014-03-06,2014-03-03 11:06:25,5,14000,36,male,high,no
west,2014-03-05,2014-03-06,2014-03-03 11:06:25,2,7560,36,male,foreign,yes
city,2014-04-14,2014-04-17,2014-03-03 15:27:03,1,11400,47,female,highest,no
city,2014-04-14,2014-04-17,2014-03-03 15:34:03,2,17400,47,female,highest,no
west,2014-04-20,2014-04-22,2014-03-03 17:15:03,1,8000,44,male,high,no
west,2014-03-28,2014-03-29,2014-03-03 20:28:03,1,2499,65,female,highest,no
west,2014-03-09,2014-03-10,2014-03-03 23:47:03,1,3990,39,female,foreign,yes
city,2014-04-14,2014-04-17,2014-03-03 23:56:03,1,8700,34,male,high,no
city,2014-04-13,2014-04-15,2014-03-30 17:38:30,1,5800,46,male,low,no
west,2014-04-03,2014-04-04,2014-03-30 22:36:30,1,6160,44,male,highest,no
west,2014-04-06,2014-04-07,2014-03-30 12:02:30,1,3990,60,male,highest,no
west,2014-04-06,2014-04-07,2014-03-30 12:14:30,1,3500,60,female,highest,no
east,2014-04-22,2014-04-23,2014-03-31 15:27:31,1,2880,42,male,lowest,no
west,2014-04-18,2014-04-19,2014-03-31 21:32:31,1,2600,46,male,high,no
east,2014-03-07,2014-03-08,2014-03-04 08:30:04,1,2880,39,male,highest,no
west,2014-03-14,2014-03-15,2014-03-04 13:45:04,1,4000,43,female,high,no
west,2014-05-02,2014-05-03,2014-03-04 15:04:04,1,4480,63,female,high,no
west,2014-04-03,2014-04-04,2014-03-04 17:11:04,1,3780,45,female,high,no
west,2014-03-07,2014-03-08,2014-03-04 17:54:04,1,6160,44,male,high,no
west,2014-03-29,2014-03-30,2014-03-05 08:51:05,1,7920,27,female,high,no
east,2014-03-09,2014-03-10,2014-03-05 08:54:54,1,2880,33,male,high,no
west,2014-05-17,2014-05-18,2014-03-05 10:06:05,1,4860,44,female,high,no
west,2014-05-17,2014-05-18,2014-03-05 10:09:05,1,4860,44,female,high,no
east,2014-04-03,2014-04-04,2014-03-05 13:45:40,1,2880,53,male,highest,no
west,2014-04-06,2014-04-07,2014-03-05 15:45:05,1,2499,34,male,high,no
east,2014-03-31,2014-04-01,2014-03-05 17:00:05,1,2880,30,female,highest,no
east,2014-03-09,2014-03-10,2014-03-05 19:14:05,1,2880,38,female,high,no
east,2014-04-25,2014-04-26,2014-03-05 22:35:05,1,2880,35,female,lowest,no
west,2014-03-09,2014-03-10,2014-03-05 23:24:05,1,3500,48,male,high,no
east,2014-04-09,2014-04-10,2014-03-06 03:48:06,1,2880,38,female,highest,no
west,2014-03-10,2014-03-11,2014-03-06 13:32:06,1,3500,35,female,high,no
west,2014-03-15,2014-03-16,2014-03-06 15:23:06,2,11520,44,female,high,no
east,2014-04-04,2014-04-05,2014-03-06 15:26:06,1,4480,48,female,high,no
west,2014-03-13,2014-03-14,2014-03-06 15:30:13,2,13596,63,female,others,no
west,2014-04-27,2014-04-30,2014-03-07 01:16:07,1,7497,39,female,high,no
city,2014-04-11,2014-04-14,2014-03-07 01:50:07,1,9100,37,female,highest,no
west,2014-04-06,2014-04-07,2014-03-07 13:07:07,1,5199,40,male,high,no
west,2014-05-01,2014-05-02,2014-03-07 13:23:11,1,2800,54,female,high,no
city,2014-03-14,2014-03-15,2014-03-07 23:18:07,1,3100,43,female,others,no
west,2014-04-05,2014-04-06,2014-03-08 00:57:08,1,7920,33,female,high,no
west,2014-03-13,2014-03-14,2014-03-08 20:08:08,1,4299,50,female,highest,no
city,2014-04-12,2014-04-14,2014-03-09 01:52:09,1,7800,34,male,foreign,yes
west,2014-03-13,2014-03-15,2014-03-09 02:13:09,1,6600,49,female,highest,no
city,2014-04-12,2014-04-13,2014-03-09 09:01:09,1,3100,40,male,highest,no
west,2014-04-28,2014-04-29,2014-03-09 09:59:09,2,7000,40,male,high,no
west,2014-04-04,2014-04-05,2014-03-09 20:19:09,1,4000,39,male,high,no
city,2014-04-30,2014-05-03,2014-03-09 20:30:09,1,8900,32,female,highest,no
west,2014-05-30,2014-05-31,2014-04-01 09:00:36,1,3998,46,female,highest,no
west,2014-05-02,2014-05-03,2014-04-01 13:33:29,1,3780,36,male,highest,no
west,2014-04-03,2014-04-04,2014-04-01 17:36:21,1,3990,44,male,high,no
west,2014-04-12,2014-04-13,2014-04-01 17:37:58,1,7920,39,female,highest,no
east,2014-04-05,2014-04-06,2014-04-01 23:23:01,1,2400,43,female,high,no
east,2014-04-05,2014-04-06,2014-04-01 23:26:01,1,4480,43,male,highest,no
city,2014-05-10,2014-05-12,2014-04-01 12:34:01,1,6000,38,female,high,no
city,2014-05-09,2014-05-12,2014-04-01 12:39:01,1,9100,38,female,high,no
east,2014-05-18,2014-05-19,2014-04-10 08:53:50,1,3552,62,male,lowest,no
west,2014-06-01,2014-06-02,2014-04-10 08:59:37,1,4860,48,female,highest,no
west,2014-04-16,2014-04-17,2014-04-10 09:53:10,1,6160,39,male,high,no
west,2014-05-10,2014-05-11,2014-04-10 11:19:10,1,4000,49,female,high,no
east,2014-05-08,2014-05-09,2014-04-10 13:17:10,1,2880,47,female,highest,no
east,2014-04-17,2014-04-18,2014-04-10 16:01:10,1,2880,42,female,high,no
west,2014-07-25,2014-07-26,2014-04-10 16:18:10,6,42240,48,male,high,no
west,2014-05-08,2014-05-09,2014-04-10 17:06:29,1,4000,31,female,low,no
west,2014-05-02,2014-05-03,2014-04-11 10:06:11,1,3990,62,female,foreign,yes
west,2014-05-08,2014-05-09,2014-04-11 14:20:24,1,4000,46,male,high,no
east,2014-06-07,2014-06-08,2014-04-11 15:09:11,1,3840,45,female,low,no
west,2014-05-02,2014-05-03,2014-04-11 16:15:11,1,3780,42,male,high,no
west,2014-05-08,2014-05-09,2014-04-11 18:58:11,1,3500,40,female,others,no
west,2014-04-30,2014-05-01,2014-04-11 19:22:28,1,3500,62,male,foreign,yes
east,2014-04-23,2014-04-24,2014-04-11 22:12:11,2,3952,62,male,high,no
west,2014-05-02,2014-05-03,2014-04-12 17:46:12,1,5998,42,male,highest,no
west,2014-04-16,2014-04-17,2014-04-12 23:24:12,1,3500,41,female,high,no
west,2014-04-16,2014-04-17,2014-04-12 23:33:12,1,3990,41,male,high,no
city,2014-04-19,2014-04-21,2014-04-13 17:40:13,1,6000,43,female,highest,no
city,2014-04-17,2014-04-21,2014-04-14 15:42:14,1,12000,46,female,high,no
west,2014-05-08,2014-05-09,2014-04-14 16:25:19,1,2499,37,male,highest,no
west,2014-06-01,2014-06-02,2014-04-14 20:37:14,1,4000,48,male,highest,no
west,2014-04-18,2014-04-19,2014-04-15 09:02:35,1,3990,39,male,low,no
city,2014-04-29,2014-05-02,2014-04-16 01:44:16,1,8700,36,male,low,no
city,2014-04-26,2014-04-27,2014-04-16 10:08:16,1,3100,39,male,low,no
west,2014-04-17,2014-04-18,2014-04-16 11:49:16,1,2800,52,female,high,no
east,2014-05-13,2014-05-14,2014-04-16 14:45:16,1,2880,39,female,highest,no
west,2014-07-11,2014-07-12,2014-04-16 21:25:16,1,2499,34,male,others,no
east,2014-05-18,2014-05-19,2014-04-16 12:08:47,1,2880,40,female,highest,no
east,2014-05-18,2014-05-19,2014-04-16 12:09:23,1,2880,40,female,high,no
east,2014-05-04,2014-05-05,2014-04-16 12:27:16,1,3552,47,female,highest,no
east,2014-04-30,2014-05-01,2014-04-17 04:25:17,1,2880,38,female,high,no
east,2014-04-25,2014-04-26,2014-04-17 14:31:17,2,6720,37,male,low,no
west,2014-06-07,2014-06-08,2014-04-17 14:32:03,1,4000,28,female,highest,no
east,2014-04-25,2014-04-26,2014-04-17 14:38:17,2,3952,37,female,low,no
east,2014-04-25,2014-04-26,2014-04-17 14:43:17,1,1800,37,male,high,no
west,2014-05-14,2014-05-15,2014-04-17 19:03:17,1,3998,67,female,high,no
west,2014-04-20,2014-04-21,2014-04-17 20:52:17,1,3300,28,female,high,no
west,2014-04-24,2014-04-25,2014-04-18 10:30:18,1,6160,65,female,high,no
west,2014-04-20,2014-04-21,2014-04-18 14:30:18,1,3500,37,female,highest,no
west,2014-06-18,2014-06-19,2014-04-18 20:50:18,1,3099,37,female,highest,no
west,2014-05-02,2014-05-03,2014-04-19 14:57:19,1,5900,53,female,highest,no
west,2014-05-10,2014-05-11,2014-04-19 15:41:19,2,15840,62,male,high,no
west,2014-05-10,2014-05-11,2014-04-19 16:34:19,1,7920,46,female,high,no
west,2014-05-10,2014-05-11,2014-04-19 16:48:19,1,5760,46,male,highest,no
city,2014-05-18,2014-05-22,2014-04-19 23:43:19,1,11600,22,male,highest,no
west,2014-04-18,2014-04-19,2014-04-02 08:58:48,1,2499,37,female,high,no
city,2014-07-02,2014-07-06,2014-04-02 09:21:02,1,15600,37,male,low,no
city,2014-07-03,2014-07-06,2014-04-02 09:25:02,1,9100,37,female,high,no
east,2014-04-11,2014-04-12,2014-04-02 10:19:02,1,2880,42,female,high,no
east,2014-04-18,2014-04-19,2014-04-02 11:24:02,1,2880,41,female,high,no
west,2014-06-01,2014-06-02,2014-04-02 14:12:02,2,11520,43,female,high,no
east,2014-06-24,2014-06-25,2014-04-02 14:31:02,1,2880,39,male,high,no
east,2014-04-11,2014-04-12,2014-04-02 14:55:02,1,1800,66,male,highest,no
west,2014-04-06,2014-04-08,2014-04-02 15:42:02,1,7000,37,female,high,no
east,2014-06-30,2014-07-01,2014-04-02 19:40:02,1,2880,41,female,low,no
west,2014-04-25,2014-04-26,2014-04-02 19:52:02,1,2499,27,female,others,no
east,2014-05-23,2014-05-24,2014-04-02 21:49:02,2,5760,37,female,highest,no
west,2014-05-19,2014-05-20,2014-04-02 23:22:02,1,6160,38,female,high,no
east,2014-04-23,2014-04-24,2014-04-20 01:07:20,1,2880,35,male,highest,no
west,2014-05-12,2014-05-13,2014-04-20 18:43:20,1,6800,51,female,high,no
west,2014-05-05,2014-05-06,2014-04-20 12:25:20,1,3500,32,male,lowest,no
city,2014-05-24,2014-05-27,2014-04-21 10:57:21,1,8900,49,male,high,no
city,2014-05-23,2014-05-24,2014-04-21 11:03:21,1,4000,49,female,high,no
city,2014-05-07,2014-05-08,2014-04-21 14:29:21,1,2900,42,male,low,no
east,2014-05-06,2014-05-07,2014-04-21 19:35:21,1,2880,37,female,highest,no
east,2014-05-18,2014-05-19,2014-04-22 02:49:22,1,2880,35,male,high,no
west,2014-05-17,2014-05-18,2014-04-22 10:21:22,1,6300,39,male,highest,no
west,2014-06-06,2014-06-07,2014-04-22 10:31:13,2,7560,33,female,foreign,yes
west,2014-06-06,2014-06-07,2014-04-22 10:32:07,1,2800,33,female,high,no
west,2014-04-30,2014-05-01,2014-04-22 00:01:22,1,2499,37,female,lowest,no
east,2014-04-30,2014-05-01,2014-04-22 14:36:22,1,2880,38,female,others,no
west,2014-04-29,2014-04-30,2014-04-22 18:06:22,1,3500,35,male,highest,no
east,2014-05-11,2014-05-12,2014-04-22 20:24:22,1,2880,29,male,foreign,yes
city,2014-05-15,2014-05-19,2014-04-22 22:34:22,2,24000,41,male,high,no
east,2014-05-31,2014-06-01,2014-04-22 12:44:22,1,4352,41,female,highest,no
west,2014-04-24,2014-04-25,2014-04-23 07:54:23,1,5800,29,male,highest,no
east,2014-04-29,2014-04-30,2014-04-23 09:29:54,1,2880,37,female,low,no
city,2014-04-26,2014-04-27,2014-04-23 10:37:23,1,3100,37,male,high,no
east,2014-06-26,2014-06-27,2014-04-23 11:44:23,1,2880,45,female,high,no
east,2014-06-24,2014-06-25,2014-04-23 14:33:23,1,2880,42,female,highest,no
west,2014-04-29,2014-04-30,2014-04-23 21:07:23,2,10800,42,female,highest,no
west,2014-06-30,2014-07-01,2014-04-24 10:11:24,1,3990,40,female,highest,no
west,2014-07-13,2014-07-14,2014-04-24 11:24:18,1,5500,51,male,low,no
west,2014-07-03,2014-07-04,2014-04-24 15:18:24,1,6000,41,male,highest,no
west,2014-06-01,2014-06-02,2014-04-24 19:50:24,1,4860,43,female,high,no
west,2014-06-01,2014-06-02,2014-04-24 19:57:24,1,3600,43,male,highest,no
west,2014-07-13,2014-07-14,2014-04-24 23:51:24,1,6000,42,male,highest,no
west,2014-07-01,2014-07-03,2014-04-25 11:05:46,1,11000,48,male,high,no
east,2014-05-26,2014-05-27,2014-04-25 14:46:25,1,1976,48,female,high,no
west,2014-06-13,2014-06-14,2014-04-25 22:29:39,1,3500,43,male,highest,no
east,2014-05-18,2014-05-19,2014-04-25 22:56:25,1,2880,41,male,high,no
west,2014-07-02,2014-07-03,2014-04-25 23:54:25,1,5500,53,female,high,no
west,2014-05-27,2014-05-28,2014-04-26 10:05:26,1,5400,42,male,highest,no
city,2014-05-01,2014-05-02,2014-04-27 09:34:27,2,5800,24,male,foreign,yes
west,2014-04-29,2014-04-30,2014-04-27 19:01:27,1,2800,49,male,highest,no
west,2014-04-29,2014-04-30,2014-04-27 19:30:41,1,5800,33,female,high,no
east,2014-05-25,2014-05-26,2014-04-27 23:15:27,1,2880,41,female,highest,no
city,2014-05-24,2014-05-27,2014-04-28 02:44:28,2,17800,51,female,highest,no
west,2014-05-04,2014-05-05,2014-04-28 14:03:28,1,3500,53,male,highest,no
west,2014-06-06,2014-06-07,2014-04-29 12:47:29,1,2800,33,female,high,no
east,2014-06-02,2014-06-03,2014-04-03 22:46:03,1,2880,34,female,foreign,yes
west,2014-05-05,2014-05-06,2014-04-30 11:00:30,1,3500,29,female,high,no
east,2014-05-07,2014-05-08,2014-04-30 11:42:19,1,1976,50,female,highest,no
east,2014-05-08,2014-05-09,2014-04-30 11:42:48,1,1976,50,male,others,no
west,2014-05-05,2014-05-06,2014-04-30 15:40:30,1,3500,9,female,foreign,yes
west,2014-05-01,2014-05-02,2014-04-30 16:30:40,2,6160,48,male,high,no
west,2014-07-05,2014-07-06,2014-04-30 22:41:00,1,4000,38,male,highest,no
east,2014-04-18,2014-04-19,2014-04-04 15:50:04,2,5760,64,male,lowest,no
west,2014-04-19,2014-04-20,2014-04-04 21:03:04,1,7920,35,female,high,no
east,2014-04-20,2014-04-21,2014-04-04 12:24:04,1,1800,40,male,highest,no
city,2014-05-27,2014-05-30,2014-04-05 14:33:05,1,11400,23,female,highest,no
east,2014-04-30,2014-05-01,2014-04-05 20:52:05,1,2880,42,female,highest,no
west,2014-05-18,2014-05-19,2014-04-06 09:07:52,1,3700,39,female,high,no
west,2014-04-22,2014-04-23,2014-04-06 17:01:06,2,8000,59,male,high,no
city,2014-04-10,2014-04-11,2014-04-06 21:10:06,1,2900,35,female,foreign,yes
west,2014-05-02,2014-05-03,2014-04-06 22:59:06,1,3990,43,female,high,no
city,2014-05-24,2014-05-25,2014-04-06 23:05:06,2,6200,45,female,low,no
west,2014-05-05,2014-05-06,2014-04-07 09:05:41,1,3500,31,female,low,no
east,2014-04-21,2014-04-22,2014-04-07 10:41:07,1,3552,40,female,highest,no
east,2014-06-18,2014-06-19,2014-04-07 15:17:38,1,2880,39,female,high,no
west,2014-04-18,2014-04-19,2014-04-07 20:43:17,1,6160,39,male,highest,no
city,2014-05-02,2014-05-03,2014-04-07 21:00:07,1,3100,40,female,high,no
east,2014-04-12,2014-04-13,2014-04-07 22:22:07,1,3360,42,female,high,no
east,2014-04-18,2014-04-19,2014-04-07 22:27:07,1,2880,41,male,high,no
east,2014-06-07,2014-06-08,2014-04-08 10:57:08,1,3840,42,male,highest,no
east,2014-05-20,2014-05-21,2014-04-08 13:54:08,1,1976,47,male,high,no
east,2014-04-22,2014-04-23,2014-04-08 15:42:08,1,2880,38,male,low,no
city,2014-07-25,2014-07-26,2014-04-08 20:25:08,1,4000,43,female,high,no
west,2014-04-18,2014-04-19,2014-04-08 12:50:08,1,3300,48,male,high,no
west,2014-05-19,2014-05-20,2014-04-09 08:59:12,1,5800,39,female,foreign,yes
east,2014-06-02,2014-06-03,2014-04-09 15:08:10,1,2880,42,female,high,no
west,2014-05-03,2014-05-04,2014-04-09 19:41:09,1,7920,41,male,high,no
west,2014-07-14,2014-07-15,2014-05-01 02:42:01,2,12000,52,female,high,no
west,2014-05-11,2014-05-12,2014-05-01 09:28:01,1,5199,44,female,highest,no
west,2014-05-30,2014-05-31,2014-05-01 18:58:01,1,6160,41,male,highest,no
west,2014-05-10,2014-05-11,2014-05-01 19:15:01,1,4500,45,male,high,no
west,2014-05-15,2014-05-16,2014-05-01 20:59:01,1,5199,45,male,foreign,yes
east,2014-05-24,2014-05-25,2014-05-10 09:46:27,1,2476,36,female,high,no
city,2014-07-25,2014-07-27,2014-05-10 22:11:10,3,18600,41,male,highest,no
west,2014-07-16,2014-07-18,2014-05-10 22:36:10,1,11600,45,male,highest,no
east,2014-05-22,2014-05-23,2014-05-10 12:21:10,1,2880,28,female,highest,no
west,2014-07-04,2014-07-05,2014-05-11 08:19:32,1,3500,27,male,highest,no
west,2014-06-16,2014-06-17,2014-05-11 11:40:11,1,5800,53,female,foreign,yes
city,2014-07-18,2014-07-20,2014-05-11 00:35:11,1,6200,49,female,high,no
west,2014-06-01,2014-06-02,2014-05-12 09:25:12,1,6400,38,female,highest,no
west,2014-05-14,2014-05-15,2014-05-12 10:17:12,1,3500,34,male,highest,no
west,2014-05-15,2014-05-16,2014-05-12 14:54:20,1,3300,34,male,high,no
east,2014-05-22,2014-05-23,2014-05-12 16:39:12,1,2880,57,male,high,no
west,2014-05-16,2014-05-17,2014-05-12 17:15:12,2,6198,39,female,highest,no
west,2014-05-16,2014-05-17,2014-05-12 17:17:12,1,3500,39,male,high,no
west,2014-06-28,2014-06-30,2014-05-13 08:30:13,1,7500,30,male,highest,no
west,2014-05-16,2014-05-17,2014-05-13 13:45:54,1,3500,34,male,high,no
