City,Checkin Date,Checkout Date,Booked Time,Quantity,Amount,Age,Gender,Hometown,isForeigner
west,2014-06-26,2014-06-27,2014-06-06 12:03:06,1,3099,39,male,highest,no
city,2014-09-06,2014-09-08,2014-06-06 12:47:06,1,6000,46,male,high,no
west,2014-06-27,2014-06-28,2014-06-07 01:17:07,2,8598,49,female,high,no
west,2014-06-27,2014-06-28,2014-06-07 01:24:07,1,3099,49,female,low,no
east,2014-08-04,2014-08-05,2014-06-07 09:07:07,1,3920,45,female,high,no
west,2014-06-21,2014-06-22,2014-06-07 09:38:07,1,4860,34,female,high,no
west,2014-07-04,2014-07-05,2014-06-07 09:38:07,2,7000,38,female,highest,no
west,2014-08-27,2014-08-28,2014-06-07 00:35:37,1,3099,44,female,highest,no
west,2014-06-14,2014-06-15,2014-06-07 16:41:07,1,4000,26,male,highest,no
west,2014-07-03,2014-07-04,2014-06-07 20:14:07,1,2499,38,male,high,no
east,2014-08-23,2014-08-24,2014-06-07 20:26:07,1,4320,49,male,low,no
east,2014-08-11,2014-08-12,2014-06-07 22:24:07,1,3360,49,male,highest,no
west,2014-08-01,2014-08-02,2014-06-08 17:27:08,1,5500,30,male,low,no
city,2014-08-12,2014-08-15,2014-06-08 19:12:08,2,17400,57,female,high,no
west,2014-07-03,2014-07-04,2014-06-08 21:54:08,1,2600,30,female,highest,no
east,2014-08-19,2014-08-20,2014-06-08 23:32:08,1,3360,42,female,high,no
west,2014-06-20,2014-06-21,2014-06-08 23:42:27,1,2499,58,female,high,no
east,2014-07-21,2014-07-22,2014-06-09 14:22:09,1,3360,52,male,lowest,no
west,2014-06-11,2014-06-12,2014-06-09 14:50:09,1,3500,34,male,highest,no
east,2014-07-09,2014-07-10,2014-06-09 16:56:01,1,3920,54,male,lowest,no
west,2014-08-03,2014-08-04,2014-06-09 19:32:09,3,18000,44,male,low,no
west,2014-06-23,2014-06-24,2014-06-09 12:06:51,1,2499,46,female,high,no
west,2014-07-24,2014-07-25,2014-07-01 09:14:30,1,6000,37,female,low,no
west,2014-08-15,2014-08-17,2014-07-01 09:44:17,1,12100,45,male,lowest,no
west,2014-08-07,2014-08-09,2014-07-01 10:23:01,1,8598,38,male,lowest,no
west,2014-07-15,2014-07-16,2014-07-01 10:36:01,1,2499,46,female,highest,no
west,2014-07-03,2014-07-04,2014-07-01 15:42:01,1,6000,46,male,high,no
west,2014-07-24,2014-07-26,2014-07-01 17:06:01,1,9598,44,female,low,no
west,2014-08-15,2014-08-16,2014-07-01 20:22:01,1,3099,45,male,highest,no
west,2014-07-07,2014-07-08,2014-07-01 21:45:01,1,4000,50,male,lowest,no
city,2014-09-19,2014-09-21,2014-07-01 22:27:01,1,6600,34,female,foreign,yes
west,2014-08-07,2014-08-09,2014-07-01 12:17:01,1,8598,38,male,high,no
west,2014-08-07,2014-08-09,2014-07-01 12:23:01,1,6598,38,female,foreign,yes
west,2014-08-18,2014-08-19,2014-07-01 12:40:01,1,5120,48,female,high,no
city,2014-07-15,2014-07-16,2014-07-10 09:11:06,1,3100,50,female,lowest,no
west,2014-07-29,2014-07-30,2014-07-10 09:46:10,1,6000,50,male,low,no
west,2014-09-07,2014-09-08,2014-07-10 00:22:10,3,20700,42,male,highest,no
west,2014-08-30,2014-08-31,2014-07-10 13:25:10,1,5299,37,female,highest,no
west,2014-07-15,2014-07-16,2014-07-10 14:04:10,1,3500,37,female,highest,no
west,2014-07-24,2014-07-25,2014-07-10 14:06:57,1,6000,61,female,high,no
west,2014-07-15,2014-07-16,2014-07-10 16:15:10,2,12000,43,female,highest,no
west,2014-08-01,2014-08-02,2014-07-10 16:43:10,1,4299,46,male,highest,no
west,2014-08-01,2014-08-02,2014-07-10 16:59:10,1,3099,46,female,highest,no
west,2014-08-07,2014-08-08,2014-07-10 17:01:10,1,5199,47,female,high,no
west,2014-09-07,2014-09-08,2014-07-11 09:05:23,1,4860,45,female,lowest,no
west,2014-07-22,2014-07-23,2014-07-11 09:07:01,1,4320,63,female,highest,no
west,2014-08-24,2014-08-25,2014-07-11 16:05:11,1,6000,44,female,high,no
west,2014-07-16,2014-07-17,2014-07-11 22:32:11,1,3500,42,male,others,no
west,2014-08-24,2014-08-25,2014-07-12 07:43:12,1,5199,44,male,high,no
west,2014-08-08,2014-08-09,2014-07-12 08:10:52,2,7000,60,female,highest,no
west,2014-08-04,2014-08-05,2014-07-12 08:14:07,1,5800,46,female,others,no
west,2014-08-08,2014-08-09,2014-07-12 10:51:12,1,5800,51,female,highest,no
west,2014-07-23,2014-07-24,2014-07-12 11:25:12,1,6000,43,female,high,no
west,2014-08-22,2014-08-23,2014-07-12 13:38:12,1,5500,31,female,high,no
west,2014-07-16,2014-07-17,2014-07-12 14:25:12,1,3500,38,male,highest,no
west,2014-08-10,2014-08-11,2014-07-12 22:28:12,1,4599,44,male,high,no
west,2014-08-10,2014-08-11,2014-07-12 22:33:12,1,3299,44,male,low,no
west,2014-07-14,2014-07-15,2014-07-12 23:54:12,2,7000,36,female,low,no
west,2014-09-26,2014-09-27,2014-07-12 12:25:12,1,6160,49,male,high,no
west,2014-09-26,2014-09-27,2014-07-12 12:32:12,1,2800,49,female,others,no
west,2014-09-26,2014-09-27,2014-07-12 12:43:12,1,3780,49,male,foreign,yes
west,2014-09-26,2014-09-27,2014-07-12 12:48:12,1,3780,49,male,highest,no
west,2014-08-24,2014-08-25,2014-07-13 09:53:10,1,4599,50,female,high,no
west,2014-07-16,2014-07-17,2014-07-13 10:37:13,1,7040,43,female,low,no
west,2014-08-01,2014-08-02,2014-07-13 15:51:13,1,4799,55,male,highest,no
west,2014-08-14,2014-08-15,2014-07-13 21:51:13,1,2499,40,male,highest,no
west,2014-08-15,2014-08-16,2014-07-13 21:56:13,1,3299,40,male,highest,no
west,2014-07-27,2014-07-28,2014-07-14 08:27:14,1,3500,44,male,low,no
west,2014-07-29,2014-07-30,2014-07-14 09:33:14,2,12000,48,female,high,no
west,2014-08-03,2014-08-05,2014-07-14 13:30:14,1,4998,45,male,highest,no
east,2014-08-27,2014-08-28,2014-07-14 16:37:14,1,3360,50,female,lowest,no
west,2014-08-16,2014-08-17,2014-07-14 19:17:14,1,4000,46,female,foreign,yes
west,2014-08-17,2014-08-18,2014-07-14 19:56:14,1,3299,46,male,lowest,no
west,2014-09-18,2014-09-19,2014-07-14 21:40:14,1,2800,41,male,high,no
west,2014-07-15,2014-07-16,2014-07-14 12:38:14,1,3099,54,female,lowest,no
east,2014-07-30,2014-07-31,2014-07-15 01:37:15,1,3360,54,female,highest,no
west,2014-08-02,2014-08-03,2014-07-15 09:40:15,1,8800,45,male,high,no
west,2014-08-01,2014-08-02,2014-07-15 09:52:15,1,4599,42,male,high,no
east,2014-08-28,2014-08-29,2014-07-15 17:16:17,1,3360,43,male,highest,no
west,2014-08-30,2014-08-31,2014-07-15 21:49:15,1,4000,42,male,high,no
west,2014-08-02,2014-08-03,2014-07-16 08:53:17,1,7000,39,female,high,no
west,2014-07-29,2014-07-30,2014-07-16 08:53:58,1,3200,43,female,high,no
west,2014-08-01,2014-08-02,2014-07-16 11:28:16,1,4599,44,female,highest,no
west,2014-08-05,2014-08-06,2014-07-16 14:59:16,1,3299,42,female,highest,no
west,2014-08-16,2014-08-17,2014-07-16 16:14:05,3,12000,39,male,highest,no
west,2014-08-16,2014-08-17,2014-07-16 16:14:36,3,12000,39,female,low,no
west,2014-08-17,2014-08-20,2014-07-16 16:15:10,1,9897,39,female,low,no
west,2014-08-17,2014-08-18,2014-07-16 16:15:38,3,9897,39,female,lowest,no
west,2014-09-04,2014-09-05,2014-07-16 23:09:16,1,6160,34,male,high,no
west,2014-08-22,2014-08-23,2014-07-17 11:13:17,1,3099,44,female,highest,no
west,2014-08-22,2014-08-23,2014-07-17 11:18:17,1,4299,44,female,high,no
west,2014-07-28,2014-07-29,2014-07-17 11:45:17,1,7040,38,female,highest,no
west,2014-07-23,2014-07-24,2014-07-17 00:01:17,1,6000,45,female,low,no
west,2014-08-14,2014-08-15,2014-07-17 14:29:17,1,3299,41,male,lowest,no
west,2014-07-24,2014-07-25,2014-07-17 14:50:17,1,3500,55,male,highest,no
west,2014-08-13,2014-08-14,2014-07-17 16:36:17,1,5500,52,female,high,no
west,2014-07-30,2014-07-31,2014-07-17 12:19:20,1,3500,47,male,high,no
west,2014-09-09,2014-09-10,2014-07-17 12:40:17,1,2499,35,female,high,no
west,2014-08-25,2014-08-27,2014-07-18 11:18:18,1,8000,48,female,high,no
west,2014-08-24,2014-08-25,2014-07-18 11:34:18,1,4000,63,male,low,no
city,2014-08-17,2014-08-21,2014-07-18 15:38:18,1,12400,22,male,high,no
city,2014-08-17,2014-08-21,2014-07-18 15:42:18,1,12400,22,male,high,no
west,2014-08-21,2014-08-22,2014-07-18 17:05:18,1,6000,50,male,low,no
west,2014-07-22,2014-07-23,2014-07-18 18:58:18,1,5400,56,male,high,no
west,2014-08-15,2014-08-16,2014-07-19 08:56:19,1,4599,49,male,low,no
west,2014-07-21,2014-07-22,2014-07-19 11:27:08,1,6998,49,female,highest,no
west,2014-08-12,2014-08-13,2014-07-19 00:28:19,1,3299,43,female,high,no
west,2014-08-14,2014-08-16,2014-07-19 13:42:19,1,6598,43,female,high,no
west,2014-08-14,2014-08-16,2014-07-19 13:47:19,1,9198,43,female,high,no
west,2014-07-17,2014-07-18,2014-07-02 09:50:02,1,4799,39,male,high,no
west,2014-07-30,2014-07-31,2014-07-02 00:02:02,1,5800,36,male,highest,no
west,2014-07-28,2014-07-29,2014-07-02 13:09:02,1,5199,54,female,highest,no
west,2014-07-17,2014-07-19,2014-07-02 13:50:02,1,4998,33,female,low,no
west,2014-07-08,2014-07-09,2014-07-02 16:14:02,1,3500,28,female,foreign,yes
west,2014-08-09,2014-08-10,2014-07-02 16:19:02,1,8800,41,female,highest,no
west,2014-07-14,2014-07-15,2014-07-02 17:11:02,3,18000,45,male,lowest,no
west,2014-08-23,2014-08-24,2014-07-02 19:15:02,1,8800,36,male,highest,no
west,2014-07-21,2014-07-22,2014-07-02 22:13:21,1,3200,51,female,high,no
west,2014-09-08,2014-09-09,2014-07-02 23:35:02,1,6160,39,female,high,no
east,2014-08-27,2014-08-28,2014-07-20 10:38:20,1,3360,41,male,highest,no
west,2014-08-22,2014-08-23,2014-07-20 13:16:20,1,5500,52,female,high,no
west,2014-07-23,2014-07-24,2014-07-20 15:54:20,1,5596,63,female,high,no
west,2014-08-09,2014-08-10,2014-07-20 15:56:20,1,7000,54,male,foreign,yes
west,2014-08-06,2014-08-07,2014-07-20 16:36:20,1,6000,36,male,highest,no
east,2014-08-31,2014-09-01,2014-07-20 23:22:20,1,3360,33,male,high,no
east,2014-07-30,2014-07-31,2014-07-21 07:33:21,1,3360,41,female,highest,no
west,2014-09-27,2014-09-28,2014-07-21 11:40:21,1,7920,47,female,low,no
west,2014-08-14,2014-08-15,2014-07-21 13:37:21,1,2499,43,female,high,no
west,2014-07-24,2014-07-25,2014-07-21 14:03:21,1,3500,35,female,high,no
east,2014-09-14,2014-09-15,2014-07-21 14:10:21,1,2880,45,female,high,no
west,2014-07-24,2014-07-25,2014-07-21 15:59:57,1,3500,52,female,highest,no
west,2014-08-06,2014-08-07,2014-07-21 17:42:35,1,4000,48,female,low,no
west,2014-08-06,2014-08-07,2014-07-21 17:43:01,1,4000,48,female,high,no
west,2014-08-11,2014-08-12,2014-07-21 21:23:21,1,4599,54,female,others,no
west,2014-08-09,2014-08-10,2014-07-21 21:25:21,1,5400,46,male,lowest,no
west,2014-08-03,2014-08-04,2014-07-21 22:12:56,1,2600,31,female,high,no
west,2014-10-07,2014-10-08,2014-07-21 22:17:16,1,2499,47,female,high,no
west,2014-10-09,2014-10-10,2014-07-21 22:18:45,1,4000,47,male,low,no
east,2014-09-01,2014-09-02,2014-07-21 23:07:21,1,2880,39,female,highest,no
west,2014-10-12,2014-10-14,2014-07-21 23:41:21,1,5200,30,male,high,no
west,2014-08-31,2014-09-02,2014-07-21 23:42:21,1,4998,35,female,highest,no
city,2014-07-24,2014-07-25,2014-07-22 06:36:22,1,3100,43,male,highest,no
west,2014-08-01,2014-08-02,2014-07-22 13:15:22,1,2499,41,female,high,no
west,2014-08-24,2014-08-25,2014-07-22 15:33:22,1,5800,55,male,highest,no
west,2014-08-05,2014-08-06,2014-07-22 15:47:22,1,6000,28,male,low,no
west,2014-07-28,2014-07-29,2014-07-22 16:49:22,1,6000,42,male,highest,no
west,2014-07-29,2014-07-30,2014-07-22 16:52:22,1,4000,42,male,lowest,no
west,2014-07-28,2014-07-29,2014-07-22 20:07:22,1,2599,31,female,high,no
west,2014-08-13,2014-08-14,2014-07-23 19:47:23,1,4000,50,male,highest,no
west,2014-08-24,2014-08-25,2014-07-23 23:18:23,1,5500,51,male,highest,no
city,2014-09-20,2014-09-23,2014-07-24 01:04:24,1,9500,32,female,high,no
west,2014-08-06,2014-08-07,2014-07-24 10:01:42,1,4560,63,female,high,no
west,2014-08-18,2014-08-19,2014-07-24 11:22:24,1,4599,51,female,high,no
city,2014-10-16,2014-10-20,2014-07-24 11:34:24,1,12800,37,female,foreign,yes
west,2014-08-11,2014-08-14,2014-07-24 15:39:51,1,7800,25,male,highest,no
west,2014-07-31,2014-08-01,2014-07-24 18:19:24,1,5500,40,male,highest,no
west,2014-07-29,2014-07-30,2014-07-24 18:54:24,1,4000,52,female,highest,no
west,2014-08-08,2014-08-09,2014-07-24 19:41:24,1,3299,32,male,foreign,yes
west,2014-07-28,2014-07-30,2014-07-24 21:34:24,1,5400,42,female,highest,no
west,2014-07-27,2014-07-28,2014-07-25 09:57:25,1,3500,56,male,highest,no
west,2014-07-29,2014-07-30,2014-07-25 13:11:21,1,4000,43,female,highest,no
west,2014-08-28,2014-08-29,2014-07-25 14:02:25,1,5500,57,female,low,no
west,2014-09-27,2014-09-28,2014-07-25 14:09:08,5,20000,42,male,high,no
west,2014-08-14,2014-08-15,2014-07-25 15:42:25,2,7000,55,female,high,no
west,2014-08-14,2014-08-15,2014-07-25 17:18:59,1,3099,42,male,highest,no
east,2014-09-05,2014-09-06,2014-07-25 20:22:25,1,2880,30,male,high,no
west,2014-08-15,2014-08-16,2014-07-25 20:34:25,1,6000,42,male,highest,no
west,2014-07-29,2014-07-31,2014-07-25 20:48:25,1,5198,39,female,lowest,no
west,2014-07-28,2014-07-29,2014-07-25 22:24:25,1,2700,49,female,high,no
west,2014-08-10,2014-08-11,2014-07-25 12:01:10,1,6000,57,female,high,no
west,2014-08-25,2014-08-26,2014-07-26 08:07:26,1,6000,53,male,high,no
west,2014-08-04,2014-08-05,2014-07-26 16:36:26,1,3099,32,male,highest,no
west,2014-08-17,2014-08-18,2014-07-26 12:52:26,1,3299,47,female,highest,no
west,2014-08-17,2014-08-18,2014-07-26 12:57:26,2,9598,47,male,highest,no
west,2014-07-28,2014-07-29,2014-07-27 11:25:27,1,3200,52,female,highest,no
west,2014-08-17,2014-08-18,2014-07-27 00:19:27,1,5800,46,female,others,no
west,2014-09-02,2014-09-03,2014-07-27 21:29:27,1,2800,49,female,high,no
west,2014-08-15,2014-08-16,2014-07-27 22:05:27,2,6198,41,male,high,no
west,2014-08-30,2014-08-31,2014-07-27 22:27:27,1,4000,42,male,highest,no
west,2014-08-17,2014-08-18,2014-07-28 09:30:28,1,3500,46,male,lowest,no
west,2014-08-08,2014-08-09,2014-07-28 16:30:28,1,3299,36,male,highest,no
west,2014-10-25,2014-10-26,2014-07-28 18:06:28,1,4000,35,female,highest,no
west,2014-08-24,2014-08-25,2014-07-28 21:01:28,1,3299,34,male,low,no
west,2014-08-09,2014-08-10,2014-07-28 22:21:07,1,7000,59,male,foreign,yes
east,2014-09-03,2014-09-05,2014-07-29 14:20:29,1,5760,31,male,high,no
west,2014-08-04,2014-08-05,2014-07-29 12:30:29,1,5800,47,female,high,no
west,2014-07-08,2014-07-09,2014-07-03 08:49:58,1,3500,45,male,highest,no
east,2014-08-13,2014-08-14,2014-07-03 10:48:03,1,3360,46,female,high,no
west,2014-08-08,2014-08-09,2014-07-03 00:37:03,1,2499,37,male,highest,no
west,2014-07-09,2014-07-10,2014-07-03 13:12:03,1,4000,23,male,high,no
west,2014-07-08,2014-07-09,2014-07-03 14:32:32,1,2499,47,female,lowest,no
west,2014-07-24,2014-07-25,2014-07-03 16:38:03,1,3500,45,female,high,no
west,2014-07-07,2014-07-08,2014-07-03 17:02:06,1,4000,52,male,highest,no
west,2014-07-23,2014-07-24,2014-07-03 19:42:03,1,4799,40,female,foreign,yes
west,2014-07-07,2014-07-08,2014-07-03 20:40:03,1,4000,65,male,highest,no
west,2014-07-31,2014-08-01,2014-07-30 14:11:30,1,2599,42,male,high,no
west,2014-08-10,2014-08-11,2014-07-30 16:22:30,1,5800,60,female,high,no
west,2014-08-04,2014-08-05,2014-07-30 16:31:30,1,2499,52,male,highest,no
west,2014-08-13,2014-08-14,2014-07-30 18:51:30,1,4000,47,female,high,no
west,2014-08-22,2014-08-23,2014-07-31 09:32:31,1,5596,43,male,highest,no
west,2014-08-28,2014-08-29,2014-07-31 10:41:31,1,4000,54,male,high,no
west,2014-08-05,2014-08-06,2014-07-31 14:39:31,1,3299,39,female,high,no
west,2014-10-10,2014-10-11,2014-07-31 16:37:31,1,5699,39,male,foreign,yes
west,2014-08-10,2014-08-11,2014-07-31 16:38:31,1,3299,53,female,high,no
west,2014-09-07,2014-09-08,2014-07-31 17:46:39,1,4860,28,male,high,no
west,2014-08-07,2014-08-08,2014-07-31 20:06:31,1,5800,47,male,lowest,no
west,2014-09-06,2014-09-07,2014-07-31 21:46:31,1,6300,36,male,low,no
west,2014-09-06,2014-09-07,2014-07-31 21:51:31,1,5699,36,male,high,no
west,2014-07-16,2014-07-18,2014-07-04 08:13:04,1,6198,36,male,highest,no
west,2014-07-21,2014-07-23,2014-07-04 10:00:04,1,4998,36,male,foreign,yes
west,2014-08-02,2014-08-03,2014-07-04 10:44:00,1,5400,51,female,high,no
west,2014-07-17,2014-07-18,2014-07-04 13:04:04,1,3500,62,female,high,no
west,2014-07-09,2014-07-10,2014-07-04 21:05:04,1,3500,44,male,high,no
west,2014-07-10,2014-07-11,2014-07-04 21:11:04,1,2499,44,male,high,no
city,2014-07-09,2014-07-10,2014-07-04 23:29:04,1,3100,54,female,high,no
city,2014-10-10,2014-10-20,2014-07-05 03:09:05,1,31800,57,female,highest,no
west,2014-08-01,2014-08-02,2014-07-05 08:36:08,1,4599,41,female,highest,no
west,2014-09-12,2014-09-13,2014-07-05 08:36:36,2,5200,54,male,high,no
west,2014-07-14,2014-07-15,2014-07-05 08:39:57,1,2600,16,male,high,no
west,2014-07-16,2014-07-17,2014-07-05 15:19:05,2,9598,49,female,high,no
west,2014-08-22,2014-08-23,2014-07-05 17:24:05,1,4320,22,female,foreign,yes
east,2014-07-22,2014-07-23,2014-07-05 20:43:05,1,2100,37,male,foreign,yes
west,2014-07-23,2014-07-24,2014-07-05 21:09:05,1,4560,51,male,highest,no
city,2014-07-13,2014-07-14,2014-07-06 09:17:06,1,3100,39,female,high,no
west,2014-09-07,2014-09-08,2014-07-06 14:09:06,1,5699,50,female,high,no
west,2014-07-31,2014-08-01,2014-07-06 14:14:06,1,5500,42,female,high,no
west,2014-08-01,2014-08-02,2014-07-06 14:33:06,1,4799,42,male,high,no
west,2014-07-23,2014-07-24,2014-07-06 21:48:06,1,5500,40,female,high,no
west,2014-08-01,2014-08-02,2014-07-07 16:06:07,1,3500,46,male,high,no
east,2014-08-31,2014-09-01,2014-07-07 16:51:07,1,3360,34,female,high,no
west,2014-07-25,2014-07-26,2014-07-07 22:34:07,1,3500,49,female,high,no
west,2014-08-09,2014-08-10,2014-07-08 08:40:17,1,5699,41,female,highest,no
west,2014-08-08,2014-08-09,2014-07-08 11:18:08,1,3200,34,female,highest,no
west,2014-09-04,2014-09-05,2014-07-08 11:28:08,1,3500,33,male,high,no
west,2014-07-20,2014-07-21,2014-07-08 14:34:08,1,5500,41,male,low,no
west,2014-07-17,2014-07-18,2014-07-08 15:25:10,1,3099,39,male,highest,no
west,2014-07-17,2014-07-18,2014-07-08 15:25:56,1,3500,39,female,high,no
west,2014-08-22,2014-08-23,2014-07-08 20:54:08,1,3299,31,male,highest,no
west,2014-07-29,2014-07-30,2014-07-08 21:48:08,1,4299,42,male,highest,no
west,2014-07-17,2014-07-18,2014-07-08 21:57:17,1,5800,39,female,others,no
west,2014-07-09,2014-07-10,2014-07-08 12:40:08,1,4299,70,male,highest,no
west,2014-08-14,2014-08-16,2014-07-09 09:03:09,1,9198,37,female,highest,no
west,2014-07-22,2014-07-23,2014-07-09 09:15:09,1,6000,41,male,highest,no
west,2014-07-22,2014-07-23,2014-07-09 14:40:09,1,6000,42,female,high,no
west,2014-07-16,2014-07-17,2014-07-09 16:20:09,1,3200,51,female,highest,no
west,2014-07-27,2014-07-28,2014-07-09 16:55:09,2,8598,44,male,high,no
west,2014-08-03,2014-08-04,2014-07-09 17:44:09,1,3099,43,female,high,no
west,2014-08-03,2014-08-04,2014-07-09 17:49:09,1,4299,43,female,highest,no
west,2014-07-14,2014-07-15,2014-07-09 19:38:09,1,3099,65,male,highest,no
west,2014-07-15,2014-07-16,2014-07-09 21:33:09,1,4799,38,male,high,no
east,2014-08-06,2014-08-07,2014-07-09 12:40:09,1,3360,45,male,high,no
west,2014-08-15,2014-08-16,2014-08-01 00:26:01,1,6000,40,female,low,no
city,2014-08-31,2014-09-01,2014-08-01 00:58:01,1,3100,45,male,highest,no
east,2014-10-08,2014-10-09,2014-08-01 13:45:01,1,2880,39,male,highest,no
west,2014-08-03,2014-08-04,2014-08-01 18:54:01,1,3500,33,male,foreign,yes
west,2014-08-08,2014-08-09,2014-08-01 20:44:01,1,2499,60,male,high,no
west,2014-08-05,2014-08-06,2014-08-01 12:26:01,1,5400,46,male,high,no
east,2014-09-19,2014-09-20,2014-08-10 00:26:10,1,2880,42,male,high,no
west,2014-09-08,2014-09-09,2014-08-10 00:33:10,1,4299,56,female,highest,no
west,2014-09-05,2014-09-06,2014-08-10 17:06:15,1,6160,42,male,high,no
west,2014-08-28,2014-08-29,2014-08-10 17:06:59,1,4000,29,female,foreign,yes
west,2014-08-28,2014-08-29,2014-08-10 17:09:59,1,4560,29,male,highest,no
west,2014-09-07,2014-09-08,2014-08-10 19:07:10,1,5760,28,male,highest,no
west,2014-09-07,2014-09-08,2014-08-10 19:20:10,1,6300,47,male,lowest,no
west,2014-09-07,2014-09-08,2014-08-10 19:29:10,1,5300,47,male,high,no
west,2014-09-21,2014-09-22,2014-08-10 21:23:10,1,6160,49,female,highest,no
west,2014-08-13,2014-08-14,2014-08-11 14:39:11,2,4998,52,female,high,no
west,2014-08-22,2014-08-23,2014-08-11 16:07:11,2,6598,43,male,highest,no
west,2014-10-14,2014-10-15,2014-08-11 16:16:41,1,3500,48,male,foreign,yes
city,2014-11-15,2014-11-16,2014-08-11 19:26:11,1,4500,29,male,lowest,no
east,2014-09-08,2014-09-10,2014-08-11 19:43:11,1,3600,50,female,lowest,no
west,2014-09-12,2014-09-13,2014-08-11 19:59:11,1,6160,57,female,high,no
west,2014-09-17,2014-09-19,2014-08-11 22:34:11,1,6598,34,male,high,no
east,2014-09-08,2014-09-09,2014-08-11 23:24:11,1,2880,47,female,high,no
west,2014-08-19,2014-08-20,2014-08-12 02:30:12,1,5500,52,female,high,no
west,2014-08-25,2014-08-26,2014-08-12 08:28:12,1,5500,45,male,highest,no
west,2014-08-18,2014-08-19,2014-08-12 10:52:12,1,4799,42,female,high,no
east,2014-09-22,2014-09-23,2014-08-12 11:26:12,1,2880,41,female,highest,no
west,2014-09-04,2014-09-05,2014-08-12 11:50:12,1,2499,40,male,highest,no
west,2014-08-18,2014-08-19,2014-08-12 16:53:12,1,3800,54,female,highest,no
east,2014-09-17,2014-09-18,2014-08-12 21:18:12,1,2880,38,male,high,no
west,2014-08-16,2014-08-17,2014-08-12 12:15:59,1,8800,41,male,highest,no
city,2014-09-02,2014-09-06,2014-08-13 11:28:13,1,12600,55,male,others,no
west,2014-09-06,2014-09-07,2014-08-13 15:34:05,1,7920,54,female,high,no
east,2014-09-04,2014-09-05,2014-08-13 21:14:13,1,2880,35,male,highest,no
west,2014-08-19,2014-08-20,2014-08-14 09:16:14,1,5500,38,male,high,no
east,2014-09-05,2014-09-06,2014-08-14 09:55:14,1,2880,36,male,lowest,no
west,2014-08-21,2014-08-22,2014-08-14 13:18:14,1,3299,44,male,highest,no
west,2014-08-28,2014-08-29,2014-08-14 18:11:08,1,5199,53,male,foreign,yes
west,2014-08-25,2014-08-27,2014-08-14 20:52:14,1,6598,41,male,high,no
west,2014-09-05,2014-09-06,2014-08-14 23:08:14,1,5998,23,male,highest,no
city,2014-08-24,2014-08-26,2014-08-15 02:17:15,1,6200,38,female,low,no
west,2014-08-26,2014-08-27,2014-08-15 10:02:15,1,5500,46,male,high,no
west,2014-08-26,2014-08-27,2014-08-15 11:13:15,1,5500,46,male,highest,no
west,2014-09-19,2014-09-20,2014-08-15 14:01:15,1,3780,42,female,highest,no
west,2014-08-24,2014-08-25,2014-08-15 14:35:25,1,2499,40,female,highest,no
east,2014-10-03,2014-10-04,2014-08-15 15:07:15,1,2880,38,male,low,no
west,2014-09-29,2014-09-30,2014-08-15 17:34:15,1,3299,39,female,highest,no
east,2014-09-01,2014-09-02,2014-08-15 18:35:54,1,2880,27,female,others,no
west,2014-09-03,2014-09-04,2014-08-15 18:37:23,1,3780,27,male,low,no
west,2014-08-26,2014-08-27,2014-08-15 12:18:15,1,4320,46,female,high,no
west,2014-08-28,2014-08-29,2014-08-15 12:50:42,1,4000,31,male,foreign,yes
west,2014-11-22,2014-11-23,2014-08-16 10:28:16,1,6300,42,male,lowest,no
west,2014-08-24,2014-08-25,2014-08-16 11:47:16,1,3099,39,female,foreign,yes
west,2014-08-26,2014-08-27,2014-08-16 00:00:16,1,4320,60,male,high,no
west,2014-08-19,2014-08-20,2014-08-16 14:22:16,1,6000,51,female,highest,no
east,2014-09-05,2014-09-06,2014-08-16 15:01:16,1,2880,36,female,lowest,no
west,2014-08-18,2014-08-19,2014-08-16 18:59:16,1,3299,46,female,lowest,no
city,2014-08-31,2014-09-01,2014-08-16 23:03:16,1,3100,54,female,high,no
west,2014-08-27,2014-08-28,2014-08-17 08:37:17,1,3299,45,male,high,no
west,2014-08-30,2014-08-31,2014-08-17 13:13:17,2,17600,56,female,high,no
west,2014-08-28,2014-08-29,2014-08-17 20:12:53,2,8000,46,female,highest,no
west,2014-08-28,2014-08-29,2014-08-17 20:13:46,1,4800,43,female,low,no
east,2014-09-09,2014-09-10,2014-08-18 16:25:31,2,5760,35,male,highest,no
west,2014-08-28,2014-08-29,2014-08-18 12:17:18,1,4000,56,female,highest,no
city,2014-09-05,2014-09-06,2014-08-19 10:58:53,1,3300,67,female,high,no
city,2014-10-31,2014-11-03,2014-08-19 14:09:19,1,13500,34,female,high,no
west,2014-08-25,2014-08-26,2014-08-19 15:39:19,1,6000,42,female,highest,no
west,2014-08-27,2014-08-28,2014-08-19 17:16:19,1,3099,49,female,high,no
east,2014-09-08,2014-09-09,2014-08-19 17:52:19,1,2880,38,female,highest,no
west,2014-09-07,2014-09-08,2014-08-19 19:27:19,1,5760,21,male,high,no
east,2014-09-08,2014-09-09,2014-08-19 22:34:19,1,2880,50,female,highest,no
west,2014-08-24,2014-08-25,2014-08-19 23:12:19,1,4800,52,female,highest,no
west,2014-08-08,2014-08-09,2014-08-02 01:40:02,1,2600,31,female,high,no
east,2014-09-13,2014-09-14,2014-08-02 08:58:49,1,3840,40,female,low,no
west,2014-08-21,2014-08-22,2014-08-02 09:00:21,1,4599,45,female,highest,no
